shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
-1.18693,-1.2213,-1.55593,-2.03494,2.80338,1.04596
-1.20511,-1.2147,-1.54669,-2.05331,2.83014,1.04263
-1.23358,-1.21111,-1.54377,-2.06173,2.84377,1.02187
-1.26533,-1.21466,-1.55347,-2.0483,2.82725,0.981248
-1.72945,-1.5034,-2.10109,-1.13646,1.5917,-0.159771
