shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
-0.361443,-1.17712,-1.408,-0.337754,1.62611,1.42053
-0.368554,-1.15189,-1.39054,-0.295346,1.62777,1.42355
-0.403677,-1.14173,-1.3867,-0.2795,1.62806,1.39203
-1.88511,-1.6447,-1.89619,-1.18775,1.57623,-0.315355
