shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
-0.732808,-0.998329,-1.58334,-3.3079,1.25287,0.225142
-0.742068,-0.992004,-1.57915,-3.33302,1.24847,0.208447
-0.761612,-0.990108,-1.57967,-3.33895,1.24703,0.186848
-0.789888,-0.996358,-1.58777,-3.31055,1.25111,0.166305
-1.72939,-1.50328,-2.10113,-1.13638,1.59157,-0.159944
