time_from_start,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
3.1,-1.43106,-1.58053,-1.42643,-1.69031,1.27596,-0.275386,-0.109351,-0.716071,0.760392,-0.202744,0.968124,0.00249593,-0.147052
3.2,-1.41012,-1.58055,-1.42137,-1.69367,1.26536,-0.268765,-0.0955275,-0.718195,0.763813,-0.209339,0.965903,-7.23876e-05,-0.152347
3.3,-1.38918,-1.58058,-1.41631,-1.69702,1.25476,-0.262144,-0.0816614,-0.720037,0.767245,-0.215896,0.963611,-0.00278465,-0.157593
3.4,-1.36823,-1.5806,-1.41125,-1.70037,1.24417,-0.255523,-0.0677588,-0.721597,0.770688,-0.222417,0.961249,-0.00563988,-0.162788
3.5,-1.34729,-1.58062,-1.40619,-1.70373,1.23357,-0.248903,-0.0538256,-0.722874,0.774141,-0.2289,0.958817,-0.00863703,-0.167928
3.6,-1.32634,-1.58065,-1.40113,-1.70708,1.22297,-0.242282,-0.0398679,-0.723867,0.777604,-0.235344,0.956317,-0.011775,-0.173011
3.7,-1.3054,-1.58067,-1.39607,-1.71044,1.21238,-0.235661,-0.0258917,-0.724575,0.781078,-0.241749,0.953748,-0.0150526,-0.178033
3.8,-1.28446,-1.5807,-1.39101,-1.71379,1.20178,-0.22904,-0.0119031,-0.724999,0.784561,-0.248113,0.951111,-0.0184685,-0.182991
3.9,-1.26351,-1.58072,-1.38595,-1.71714,1.19119,-0.222419,0.00209199,-0.725137,0.788055,-0.254437,0.948408,-0.0220216,-0.187883
4,-1.24257,-1.58075,-1.38089,-1.7205,1.18059,-0.215798,0.0160874,-0.72499,0.791559,-0.260718,0.945637,-0.0257105,-0.192705
4.1,-1.22162,-1.58077,-1.37582,-1.72385,1.16999,-0.209177,0.0300772,-0.724557,0.795072,-0.266957,0.942801,-0.0295337,-0.197455
4.2,-1.20068,-1.58079,-1.37076,-1.7272,1.1594,-0.202557,0.0440551,-0.723839,0.798595,-0.273152,0.939899,-0.0334897,-0.202129
4.3,-1.17974,-1.58082,-1.3657,-1.73056,1.1488,-0.195936,0.0580151,-0.722836,0.802128,-0.279303,0.936933,-0.0375771,-0.206725
4.4,-1.15879,-1.58084,-1.36064,-1.73391,1.13821,-0.189315,0.0719513,-0.721548,0.805669,-0.285409,0.933902,-0.0417943,-0.21124
4.5,-1.13785,-1.58087,-1.35558,-1.73727,1.12761,-0.182694,0.0858574,-0.719976,0.809221,-0.291469,0.930808,-0.0461396,-0.215671
4.6,-1.11691,-1.58089,-1.35052,-1.74062,1.11701,-0.176073,0.0997274,-0.718121,0.812781,-0.297483,0.927651,-0.0506113,-0.220015
4.7,-1.09596,-1.58092,-1.34546,-1.74397,1.10642,-0.169452,0.113555,-0.715983,0.81635,-0.303449,0.924432,-0.0552077,-0.22427
4.8,-1.07502,-1.58094,-1.3404,-1.74733,1.09582,-0.162831,0.127335,-0.713563,0.819928,-0.309368,0.921151,-0.059927,-0.228433
4.9,-1.05407,-1.58097,-1.33534,-1.75068,1.08522,-0.156211,0.141061,-0.710862,0.823514,-0.315237,0.917809,-0.0647672,-0.232501
5,-1.03313,-1.58099,-1.33028,-1.75403,1.07463,-0.14959,0.154726,-0.707881,0.827109,-0.321058,0.914408,-0.0697266,-0.236472
5.1,-1.01219,-1.58101,-1.32522,-1.75739,1.06403,-0.142969,0.168325,-0.704622,0.830713,-0.326829,0.910946,-0.074803,-0.240342
5.2,-0.991241,-1.58104,-1.32016,-1.76074,1.05344,-0.136348,0.181852,-0.701087,0.834324,-0.332548,0.907426,-0.0799946,-0.24411
5.3,-0.970297,-1.58106,-1.31509,-1.7641,1.04284,-0.129727,0.195302,-0.697276,0.837944,-0.338217,0.903848,-0.0852993,-0.247773
5.4,-0.949353,-1.58109,-1.31003,-1.76745,1.03224,-0.123106,0.208667,-0.693191,0.841572,-0.343833,0.900213,-0.0907149,-0.251329
5.5,-0.92841,-1.58111,-1.30497,-1.7708,1.02165,-0.116485,0.221942,-0.688835,0.845207,-0.349397,0.896521,-0.0962392,-0.254774
5.6,-0.907466,-1.58114,-1.29991,-1.77416,1.01105,-0.109865,0.235122,-0.684208,0.84885,-0.354907,0.892773,-0.10187,-0.258108
5.7,-0.886522,-1.58116,-1.29485,-1.77751,1.00046,-0.103244,0.2482,-0.679315,0.8525,-0.360363,0.88897,-0.107605,-0.261326
5.8,-0.865578,-1.58119,-1.28979,-1.78086,0.98986,-0.0966229,0.261171,-0.674155,0.856158,-0.365765,0.885113,-0.113442,-0.264428
5.9,-0.844634,-1.58121,-1.28473,-1.78422,0.979264,-0.0900021,0.27403,-0.668733,0.859823,-0.371111,0.881202,-0.119379,-0.267411
6,-0.82369,-1.58123,-1.27967,-1.78757,0.968667,-0.0833812,0.28677,-0.66305,0.863495,-0.376402,0.877238,-0.125413,-0.270272
6.1,-0.802746,-1.58126,-1.27461,-1.79093,0.958071,-0.0767604,0.299386,-0.657109,0.867174,-0.381636,0.873222,-0.131542,-0.27301
6.2,-0.781802,-1.58128,-1.26955,-1.79428,0.947475,-0.0701395,0.311872,-0.650913,0.870859,-0.386813,0.869154,-0.137763,-0.275622
6.3,-0.760858,-1.58131,-1.26449,-1.79763,0.936879,-0.0635187,0.324224,-0.644464,0.874551,-0.391933,0.865036,-0.144074,-0.278107
6.4,-0.739914,-1.58133,-1.25943,-1.80099,0.926283,-0.0568978,0.336435,-0.637766,0.87825,-0.396994,0.860869,-0.150473,-0.280462
6.5,-0.71897,-1.58136,-1.25436,-1.80434,0.915687,-0.050277,0.3485,-0.630822,0.881954,-0.401997,0.856652,-0.156955,-0.282685
6.6,-0.698026,-1.58138,-1.2493,-1.80769,0.905091,-0.0436561,0.360415,-0.623634,0.885665,-0.40694,0.852387,-0.16352,-0.284775
6.7,-0.677082,-1.5814,-1.24424,-1.81105,0.894494,-0.0370353,0.372173,-0.616207,0.889382,-0.411824,0.848075,-0.170164,-0.28673
6.8,-0.656138,-1.58143,-1.23918,-1.8144,0.883898,-0.0304144,0.38377,-0.608544,0.893104,-0.416647,0.843716,-0.176885,-0.288548
6.9,-0.635194,-1.58145,-1.23412,-1.81776,0.873302,-0.0237936,0.3952,-0.600648,0.896831,-0.42141,0.839311,-0.18368,-0.290227
7,-0.61425,-1.58148,-1.22906,-1.82111,0.862706,-0.0171727,0.406459,-0.592523,0.900565,-0.426111,0.834862,-0.190545,-0.291765
7.1,-0.593306,-1.5815,-1.224,-1.82446,0.85211,-0.0105519,0.417542,-0.584173,0.904303,-0.430751,0.830368,-0.197479,-0.293162
7.2,-0.572362,-1.58153,-1.21894,-1.82782,0.841514,-0.003931,0.428444,-0.575602,0.908046,-0.435328,0.825832,-0.204479,-0.294415
7.3,-0.551418,-1.58155,-1.21388,-1.83117,0.830918,0.00268985,0.43916,-0.566814,0.911794,-0.439843,0.821252,-0.211541,-0.295522
7.4,-0.530474,-1.58158,-1.20882,-1.83452,0.820322,0.0093107,0.449686,-0.557813,0.915547,-0.444294,0.816632,-0.218662,-0.296483
7.5,-0.50953,-1.5816,-1.20376,-1.83788,0.809725,0.0159316,0.460017,-0.548603,0.919305,-0.448682,0.81197,-0.22584,-0.297296
7.6,-0.488587,-1.58162,-1.1987,-1.84123,0.799129,0.0225524,0.470149,-0.539188,0.923066,-0.453005,0.807269,-0.233072,-0.29796
7.7,-0.467643,-1.58165,-1.19363,-1.84459,0.788533,0.0291733,0.480077,-0.529573,0.926832,-0.457265,0.802529,-0.240355,-0.298473
7.8,-0.446699,-1.58167,-1.18857,-1.84794,0.777937,0.0357941,0.489797,-0.519764,0.930602,-0.461459,0.79775,-0.247686,-0.298834
7.9,-0.425755,-1.5817,-1.18351,-1.85129,0.767341,0.042415,0.499305,-0.509763,0.934376,-0.465588,0.792934,-0.255061,-0.299043
8,-0.404811,-1.58172,-1.17845,-1.85465,0.756745,0.0490358,0.508597,-0.499576,0.938153,-0.469652,0.788082,-0.262477,-0.299097
8.1,-0.383867,-1.58175,-1.17339,-1.858,0.746149,0.0556567,0.517669,-0.489208,0.941934,-0.473649,0.783195,-0.269933,-0.298996
8.2,-0.362923,-1.58177,-1.16833,-1.86136,0.735552,0.0622775,0.526517,-0.478664,0.945718,-0.47758,0.778273,-0.277423,-0.29874
8.3,-0.341979,-1.5818,-1.16327,-1.86471,0.724956,0.0688984,0.535138,-0.467948,0.949505,-0.481445,0.773317,-0.284946,-0.298326
8.4,-0.321035,-1.58182,-1.15821,-1.86806,0.71436,0.0755192,0.543528,-0.457066,0.953295,-0.485242,0.768328,-0.292499,-0.297754
8.5,-0.300091,-1.58184,-1.15315,-1.87142,0.703764,0.0821401,0.551683,-0.446024,0.957087,-0.488972,0.763307,-0.300077,-0.297024
8.6,-0.279147,-1.58187,-1.14809,-1.87477,0.693168,0.0887609,0.559601,-0.434825,0.960883,-0.492634,0.758255,-0.307678,-0.296134
8.7,-0.258203,-1.58189,-1.14303,-1.87812,0.682572,0.0953818,0.567277,-0.423476,0.96468,-0.496228,0.753173,-0.315299,-0.295085
8.8,-0.237259,-1.58192,-1.13797,-1.88148,0.671976,0.102003,0.57471,-0.411982,0.96848,-0.499754,0.748062,-0.322936,-0.293874
8.9,-0.216315,-1.58194,-1.1329,-1.88483,0.661379,0.108623,0.581895,-0.400348,0.972281,-0.503211,0.742922,-0.330587,-0.292503
9,-0.195371,-1.58197,-1.12784,-1.88819,0.650783,0.115244,0.58883,-0.388581,0.976085,-0.506599,0.737755,-0.338247,-0.29097
9.1,-0.174427,-1.58199,-1.12278,-1.89154,0.640187,0.121865,0.595513,-0.376685,0.97989,-0.509919,0.732561,-0.345915,-0.289275
9.2,-0.153483,-1.58201,-1.11772,-1.89489,0.629591,0.128486,0.60194,-0.364666,0.983696,-0.513169,0.727342,-0.353586,-0.287418
9.3,-0.132539,-1.58204,-1.11266,-1.89825,0.618995,0.135107,0.608109,-0.35253,0.987504,-0.516349,0.722098,-0.361257,-0.285398
9.4,-0.111595,-1.58206,-1.1076,-1.9016,0.608399,0.141728,0.614018,-0.340283,0.991313,-0.519459,0.71683,-0.368925,-0.283215
9.5,-0.0906515,-1.58209,-1.10254,-1.90495,0.597803,0.148349,0.619665,-0.32793,0.995122,-0.5225,0.711539,-0.376588,-0.280869
9.6,-0.0697075,-1.58211,-1.09748,-1.90831,0.587207,0.154969,0.625048,-0.315478,0.998932,-0.52547,0.706227,-0.38424,-0.27836
9.7,-0.0487636,-1.58214,-1.09242,-1.91166,0.57661,0.16159,0.630165,-0.302933,1.00274,-0.52837,0.700893,-0.391881,-0.275688
9.8,-0.0278196,-1.58216,-1.08736,-1.91502,0.566014,0.168211,0.635013,-0.290299,1.00655,-0.5312,0.695539,-0.399505,-0.272853
9.9,-0.00687567,-1.58219,-1.0823,-1.91837,0.555418,0.174832,0.639592,-0.277584,1.01036,-0.533958,0.690166,-0.40711,-0.269854
10,0.0140683,-1.58221,-1.07723,-1.92172,0.544822,0.181453,0.643899,-0.264794,1.01418,-0.536646,0.684774,-0.414692,-0.266693
10.1,0.0350122,-1.58223,-1.07217,-1.92508,0.534226,0.188074,0.647934,-0.251934,1.01799,-0.539263,0.679366,-0.422249,-0.263369
10.2,0.0559562,-1.58226,-1.06711,-1.92843,0.52363,0.194695,0.651695,-0.23901,1.0218,-0.541809,0.673941,-0.429777,-0.259883
10.3,0.0757774,-1.58232,-1.06298,-1.93098,0.514346,0.201935,0.655217,-0.226667,1.02497,-0.543982,0.669173,-0.43673,-0.256045
10.4,0.0948437,-1.58256,-1.06223,-1.9304,0.509056,0.213666,0.659425,-0.214437,1.0259,-0.545203,0.666439,-0.442669,-0.250315
10.5,0.110899,-1.58295,-1.06496,-1.92673,0.508414,0.228534,0.663882,-0.203737,1.02445,-0.545363,0.666085,-0.446832,-0.243414
10.6,0.121973,-1.58342,-1.07029,-1.92096,0.511864,0.243887,0.667953,-0.195948,1.02118,-0.544594,0.667832,-0.448817,-0.236603
10.7,0.128048,-1.58391,-1.07742,-1.91382,0.518512,0.258535,0.671464,-0.191201,1.01659,-0.543077,0.671217,-0.448822,-0.230423
10.8,0.129124,-1.58439,-1.08571,-1.90592,0.52764,0.271538,0.674263,-0.189606,1.01111,-0.540943,0.675863,-0.447035,-0.225276
10.9,0.1252,-1.58484,-1.09458,-1.89782,0.538587,0.28203,0.676176,-0.191262,1.00511,-0.538313,0.681427,-0.44364,-0.221497
11,0.11657,-1.58525,-1.10421,-1.88932,0.551492,0.290482,0.677285,-0.195978,0.998476,-0.535113,0.687967,-0.438702,-0.218851
11.1,0.104363,-1.58581,-1.11727,-1.87782,0.569103,0.301594,0.678535,-0.202747,0.989454,-0.530582,0.696847,-0.431835,-0.21542
11.2,0.088691,-1.58653,-1.13404,-1.86307,0.591714,0.315862,0.679884,-0.211496,0.977831,-0.524488,0.708164,-0.422966,-0.210988
11.3,0.0695531,-1.5874,-1.15452,-1.84505,0.619326,0.333285,0.681141,-0.222253,0.963585,-0.516629,0.721843,-0.412058,-0.205537
11.4,0.0486099,-1.58835,-1.17693,-1.82533,0.649541,0.352351,0.68202,-0.234103,0.947936,-0.507507,0.736619,-0.400024,-0.199524
11.5,0.027666,-1.58931,-1.19934,-1.80561,0.679758,0.371418,0.682377,-0.246012,0.932233,-0.497844,0.751175,-0.387893,-0.193461
11.6,0.00672204,-1.59027,-1.22174,-1.78589,0.709975,0.390485,0.68221,-0.257959,0.916486,-0.487648,0.765489,-0.375669,-0.187348
11.7,-0.0142219,-1.59122,-1.24415,-1.76616,0.740193,0.409552,0.681515,-0.269923,0.900705,-0.476925,0.779543,-0.363354,-0.181186
11.8,-0.0351659,-1.59218,-1.26656,-1.74644,0.77041,0.428619,0.680294,-0.281882,0.8849,-0.465685,0.793318,-0.350953,-0.174977
11.9,-0.0561098,-1.59313,-1.28897,-1.72672,0.800627,0.447686,0.678546,-0.293814,0.869079,-0.453935,0.806794,-0.338468,-0.16872
12,-0.0770538,-1.59409,-1.31138,-1.707,0.830844,0.466753,0.676273,-0.305699,0.853254,-0.441686,0.819952,-0.325903,-0.162416
12.1,-0.0979977,-1.59504,-1.33379,-1.68728,0.861061,0.48582,0.673476,-0.317515,0.837432,-0.428947,0.832775,-0.313261,-0.156066
12.2,-0.118942,-1.596,-1.3562,-1.66756,0.891278,0.504887,0.670159,-0.32924,0.821623,-0.41573,0.845245,-0.300547,-0.149671
12.3,-0.139886,-1.59696,-1.3786,-1.64784,0.921495,0.523954,0.666325,-0.340855,0.805837,-0.402045,0.857343,-0.287763,-0.143231
12.4,-0.16083,-1.59791,-1.40101,-1.62812,0.951712,0.543021,0.66198,-0.352337,0.790083,-0.387906,0.869052,-0.274913,-0.136748
12.5,-0.181774,-1.59887,-1.42342,-1.6084,0.981929,0.562088,0.657128,-0.363668,0.77437,-0.373324,0.880357,-0.262,-0.130221
12.6,-0.202717,-1.59982,-1.44583,-1.58868,1.01215,0.581155,0.651777,-0.374825,0.758708,-0.358313,0.891239,-0.249029,-0.123652
12.7,-0.223661,-1.60078,-1.46824,-1.56896,1.04236,0.600222,0.645934,-0.385791,0.743105,-0.342887,0.901683,-0.236003,-0.117042
12.8,-0.244605,-1.60173,-1.49065,-1.54924,1.07258,0.619289,0.639607,-0.396544,0.727572,-0.327061,0.911674,-0.222924,-0.11039
12.9,-0.265549,-1.60269,-1.51306,-1.52952,1.1028,0.638356,0.632804,-0.407067,0.712115,-0.31085,0.921197,-0.209798,-0.103699
13,-0.286493,-1.60365,-1.53546,-1.5098,1.13301,0.657423,0.625536,-0.41734,0.696746,-0.294269,0.930237,-0.196627,-0.0969691
13.1,-0.307437,-1.6046,-1.55787,-1.49008,1.16323,0.676489,0.617814,-0.427346,0.681472,-0.277335,0.93878,-0.183415,-0.0902006
13.2,-0.328381,-1.60556,-1.58028,-1.47036,1.19345,0.695556,0.609648,-0.437066,0.666302,-0.260065,0.946813,-0.170166,-0.0833948
13.3,-0.349325,-1.60651,-1.60269,-1.45064,1.22366,0.714623,0.60105,-0.446484,0.651245,-0.242476,0.954323,-0.156884,-0.0765525
13.4,-0.370269,-1.60747,-1.6251,-1.43092,1.25388,0.73369,0.592033,-0.455583,0.636309,-0.224585,0.961298,-0.143571,-0.0696745
13.5,-0.391213,-1.60842,-1.64751,-1.4112,1.2841,0.752757,0.58261,-0.464347,0.621503,-0.206411,0.967727,-0.130233,-0.0627619
13.6,-0.412157,-1.60938,-1.66991,-1.39148,1.31432,0.771824,0.572796,-0.47276,0.606835,-0.187973,0.973597,-0.116872,-0.0558155
13.7,-0.433101,-1.61034,-1.69232,-1.37176,1.34453,0.790891,0.562604,-0.480808,0.592314,-0.169289,0.9789,-0.103492,-0.0488363
13.8,-0.454045,-1.61129,-1.71473,-1.35204,1.37475,0.809958,0.55205,-0.488477,0.577946,-0.15038,0.983626,-0.0900968,-0.0418252
13.9,-0.474989,-1.61225,-1.73714,-1.33232,1.40497,0.829025,0.541149,-0.495753,0.563741,-0.131264,0.987764,-0.0766903,-0.0347832
14,-0.495933,-1.6132,-1.75955,-1.3126,1.43518,0.848092,0.529918,-0.502623,0.549706,-0.111962,0.991309,-0.063276,-0.0277112
14.1,-0.516877,-1.61416,-1.78196,-1.29288,1.4654,0.867159,0.518373,-0.509076,0.535849,-0.0924953,0.99425,-0.0498577,-0.0206103
14.2,-0.537821,-1.61511,-1.80437,-1.27316,1.49562,0.886226,0.506531,-0.5151,0.522177,-0.0728834,0.996583,-0.0364391,-0.0134815
14.3,-0.558519,-1.61606,-1.82651,-1.25367,1.52548,0.905069,0.494553,-0.520622,0.508855,-0.0533802,0.998285,-0.0231812,-0.00640991
14.4,-0.576425,-1.61688,-1.84567,-1.23681,1.55131,0.92137,0.483984,-0.525045,0.497487,-0.0364265,0.999268,-0.0117173,-0.000271857
14.5,-0.590865,-1.61753,-1.86112,-1.22321,1.57215,0.934517,0.475329,-0.528369,0.488428,-0.0227086,0.999728,-0.00247747,0.00469155
14.6,-0.60184,-1.61804,-1.87286,-1.21288,1.58798,0.944508,0.468677,-0.530748,0.481611,-0.0122605,0.999879,0.00454086,0.0084715
14.7,-0.609349,-1.61838,-1.8809,-1.20581,1.59882,0.951344,0.46409,-0.532302,0.47698,-0.00510234,0.999882,0.00934067,0.0110616
14.8,-0.613392,-1.61856,-1.88522,-1.202,1.60465,0.955025,0.461608,-0.533114,0.474497,-0.00124506,0.999851,0.0119244,0.0124575
14.8667,-0.614163,-1.6186,-1.88605,-1.20127,1.60576,0.955727,0.461134,-0.533267,0.474025,-0.000509982,0.999842,0.0124166,0.0127236
