time_from_start,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
2,-1.9042,-1.67218,-1.57148,-1.08503,1.70256,-0.016287,-0.406979,-0.689769,0.669751,0.142263,0.969218,-0.198605,0.0305463
2.1,-1.91456,-1.68219,-1.54006,-1.08199,1.70915,-0.00777091,-0.416309,-0.693916,0.685166,0.149537,0.965496,-0.210897,0.0312888
2.2,-1.92493,-1.69221,-1.50864,-1.07894,1.71573,0.000745142,-0.425641,-0.697597,0.700579,0.15665,0.961583,-0.223148,0.0319886
2.3,-1.93516,-1.7021,-1.47763,-1.07594,1.72222,0.00915182,-0.434844,-0.700775,0.715783,0.163512,0.957538,-0.2352,0.0326365
2.4,-1.94404,-1.71068,-1.45072,-1.07333,1.72786,0.0164457,-0.442811,-0.703164,0.72896,0.169333,0.953885,-0.245621,0.0331635
2.5,-1.95116,-1.71771,-1.42865,-1.0712,1.73248,0.0225918,-0.449206,-0.704945,0.739757,0.174011,0.950792,-0.254134,0.0336137
2.6,-1.95417,-1.72406,-1.40848,-1.06949,1.73668,0.03149,-0.45255,-0.707905,0.749633,0.17813,0.947927,-0.261699,0.0348959
2.7,-1.95219,-1.72978,-1.39001,-1.06823,1.74049,0.0441198,-0.452183,-0.712565,0.758703,0.181734,0.94529,-0.268338,0.0373429
2.8,-1.94525,-1.73448,-1.37443,-1.06751,1.74367,0.059731,-0.448022,-0.718693,0.766379,0.184607,0.94308,-0.273587,0.0408781
2.9,-1.93433,-1.73766,-1.36348,-1.06741,1.74586,0.0764085,-0.440627,-0.725526,0.771808,0.186464,0.94157,-0.27685,0.0450627
3,-1.92053,-1.73921,-1.35754,-1.06787,1.74699,0.0928814,-0.430782,-0.732483,0.774813,0.187287,0.940828,-0.278056,0.0495005
3.1,-1.90474,-1.73916,-1.35659,-1.06883,1.74707,0.108317,-0.41914,-0.739143,0.77539,0.187109,0.940857,-0.277265,0.0538729
3.2,-1.8878,-1.73753,-1.36065,-1.07025,1.74611,0.121933,-0.406334,-0.745105,0.773532,0.18595,0.941647,-0.274546,0.0578678
3.3,-1.8698,-1.73443,-1.36935,-1.07209,1.74418,0.133845,-0.392476,-0.750324,0.769408,0.183865,0.943132,-0.270043,0.0614228
3.4,-1.84895,-1.73064,-1.38006,-1.07427,1.74182,0.147276,-0.376329,-0.755887,0.764324,0.181309,0.944922,-0.26455,0.0652943
3.5,-1.828,-1.72684,-1.3908,-1.07645,1.73944,0.160768,-0.360037,-0.761085,0.75921,0.178717,0.946695,-0.258973,0.0690079
3.6,-1.80706,-1.72303,-1.40155,-1.07864,1.73707,0.174261,-0.343682,-0.765891,0.75409,0.1761,0.948443,-0.253341,0.0725447
3.7,-1.78612,-1.71923,-1.4123,-1.08082,1.73469,0.187753,-0.327274,-0.770304,0.748964,0.173458,0.950166,-0.247659,0.0759039
3.8,-1.76517,-1.71543,-1.42305,-1.08301,1.73231,0.201245,-0.310824,-0.774324,0.743834,0.170791,0.951864,-0.241931,0.0790847
3.9,-1.74423,-1.71162,-1.4338,-1.0852,1.72994,0.214738,-0.294342,-0.777953,0.738698,0.168101,0.953536,-0.236162,0.0820866
4,-1.72328,-1.70782,-1.44455,-1.08738,1.72756,0.22823,-0.277838,-0.781188,0.733558,0.165386,0.955182,-0.230357,0.0849092
4.1,-1.70234,-1.70402,-1.4553,-1.08957,1.72519,0.241722,-0.261322,-0.784033,0.728413,0.162648,0.956802,-0.224521,0.0875519
4.2,-1.6814,-1.70021,-1.46605,-1.09175,1.72281,0.255215,-0.244805,-0.786487,0.723265,0.159886,0.958396,-0.218657,0.0900147
4.3,-1.66045,-1.69641,-1.4768,-1.09394,1.72043,0.268707,-0.228295,-0.788551,0.718113,0.1571,0.959963,-0.212771,0.0922974
4.4,-1.63951,-1.6926,-1.48755,-1.09612,1.71806,0.282199,-0.211804,-0.790228,0.712957,0.154291,0.961503,-0.206867,0.0943999
4.5,-1.61856,-1.6888,-1.4983,-1.09831,1.71568,0.295692,-0.19534,-0.791518,0.707799,0.15146,0.963017,-0.20095,0.0963223
4.6,-1.59762,-1.685,-1.50904,-1.1005,1.71331,0.309184,-0.178914,-0.792424,0.702638,0.148605,0.964503,-0.195025,0.0980649
4.7,-1.57668,-1.68119,-1.51979,-1.10268,1.71093,0.322676,-0.162536,-0.792948,0.697475,0.145728,0.965961,-0.189095,0.0996279
4.8,-1.55573,-1.67739,-1.53054,-1.10487,1.70856,0.336169,-0.146215,-0.793093,0.69231,0.142828,0.967392,-0.183167,0.101012
4.9,-1.53479,-1.67359,-1.54129,-1.10705,1.70618,0.349661,-0.129961,-0.792861,0.687143,0.139906,0.968794,-0.177243,0.102217
5,-1.51384,-1.66978,-1.55204,-1.10924,1.7038,0.363153,-0.113782,-0.792255,0.681974,0.136962,0.970169,-0.17133,0.103244
5.1,-1.4929,-1.66598,-1.56279,-1.11142,1.70143,0.376646,-0.0976896,-0.791279,0.676805,0.133997,0.971515,-0.165431,0.104094
5.2,-1.47196,-1.66217,-1.57354,-1.11361,1.69905,0.390138,-0.0816916,-0.789935,0.671635,0.131009,0.972833,-0.159551,0.104768
5.3,-1.45101,-1.65837,-1.58429,-1.1158,1.69668,0.40363,-0.0657976,-0.788229,0.666464,0.128001,0.974122,-0.153694,0.105266
5.4,-1.43007,-1.65457,-1.59504,-1.11798,1.6943,0.417123,-0.0500166,-0.786164,0.661294,0.124971,0.975381,-0.147865,0.10559
5.5,-1.40912,-1.65076,-1.60579,-1.12017,1.69192,0.430615,-0.0343574,-0.783744,0.656124,0.121921,0.976612,-0.142069,0.10574
5.6,-1.38818,-1.64696,-1.61653,-1.12235,1.68955,0.444107,-0.0188287,-0.780973,0.650954,0.11885,0.977813,-0.136309,0.105719
5.7,-1.36724,-1.64316,-1.62728,-1.12454,1.68717,0.4576,-0.00343919,-0.777857,0.645785,0.115758,0.978984,-0.13059,0.105527
5.8,-1.34629,-1.63935,-1.63803,-1.12673,1.6848,0.471092,0.0118027,-0.7744,0.640617,0.112647,0.980126,-0.124916,0.105166
5.9,-1.32535,-1.63555,-1.64878,-1.12891,1.68242,0.484584,0.0268887,-0.770607,0.635451,0.109515,0.981237,-0.119292,0.104637
6,-1.30441,-1.63174,-1.65953,-1.1311,1.68005,0.498077,0.0418106,-0.766484,0.630287,0.106364,0.982319,-0.113722,0.103943
6.1,-1.28346,-1.62794,-1.67028,-1.13328,1.67767,0.511569,0.0565605,-0.762036,0.625125,0.103193,0.983369,-0.108209,0.103085
6.2,-1.26252,-1.62414,-1.68103,-1.13547,1.67529,0.525061,0.0711306,-0.75727,0.619965,0.100003,0.98439,-0.102759,0.102065
6.3,-1.24157,-1.62033,-1.69178,-1.13765,1.67292,0.538553,0.0855133,-0.752191,0.614808,0.0967937,0.985379,-0.0973751,0.100884
6.4,-1.22063,-1.61653,-1.70253,-1.13984,1.67054,0.552046,0.0997012,-0.746805,0.609654,0.0935659,0.986337,-0.0920612,0.0995455
6.5,-1.19969,-1.61273,-1.71328,-1.14203,1.66817,0.565538,0.113687,-0.741118,0.604503,0.0903196,0.987264,-0.0868214,0.0980511
6.6,-1.17874,-1.60892,-1.72403,-1.14421,1.66579,0.57903,0.127464,-0.735138,0.599356,0.0870551,0.98816,-0.0816597,0.096403
6.7,-1.1578,-1.60512,-1.73477,-1.1464,1.66341,0.592523,0.141024,-0.728871,0.594213,0.0837726,0.989024,-0.0765799,0.0946036
6.8,-1.13685,-1.60131,-1.74552,-1.14858,1.66104,0.606015,0.154362,-0.722323,0.589075,0.0804724,0.989856,-0.0715857,0.0926553
6.9,-1.11591,-1.59751,-1.75627,-1.15077,1.65866,0.619507,0.167471,-0.715503,0.583941,0.0771546,0.990656,-0.066681,0.0905608
7,-1.09497,-1.59371,-1.76702,-1.15296,1.65629,0.633,0.180345,-0.708416,0.578812,0.0738197,0.991424,-0.0618693,0.0883226
7.1,-1.07402,-1.5899,-1.77777,-1.15514,1.65391,0.646492,0.192978,-0.701072,0.573688,0.0704677,0.99216,-0.0571543,0.0859433
7.2,-1.05308,-1.5861,-1.78852,-1.15733,1.65154,0.659984,0.205363,-0.693476,0.568569,0.0670991,0.992863,-0.0525395,0.0834259
7.3,-1.03213,-1.58229,-1.79927,-1.15951,1.64916,0.673477,0.217496,-0.685637,0.563457,0.063714,0.993534,-0.0480283,0.0807732
7.4,-1.01119,-1.57849,-1.81002,-1.1617,1.64678,0.686969,0.229371,-0.677563,0.55835,0.0603128,0.994172,-0.043624,0.0779881
7.5,-0.990246,-1.57469,-1.82077,-1.16388,1.64441,0.700461,0.240983,-0.669261,0.55325,0.0568956,0.994776,-0.0393301,0.0750736
7.6,-0.969302,-1.57088,-1.83152,-1.16607,1.64203,0.713954,0.252327,-0.660739,0.548157,0.0534628,0.995348,-0.0351497,0.072033
7.7,-0.948358,-1.56708,-1.84227,-1.16826,1.63966,0.727446,0.263399,-0.652007,0.54307,0.0500146,0.995886,-0.0310859,0.0688692
7.8,-0.927414,-1.56328,-1.85301,-1.17044,1.63728,0.740938,0.274194,-0.643071,0.537991,0.0465513,0.996391,-0.0271418,0.0655856
7.9,-0.90647,-1.55947,-1.86376,-1.17263,1.6349,0.754431,0.284708,-0.633941,0.53292,0.0430732,0.996862,-0.0233204,0.0621856
8,-0.885526,-1.55567,-1.87451,-1.17481,1.63253,0.767923,0.294937,-0.624625,0.527856,0.0395805,0.997299,-0.0196246,0.0586724
8.1,-0.864582,-1.55186,-1.88526,-1.177,1.63015,0.781415,0.304877,-0.615131,0.522801,0.0360735,0.997703,-0.0160572,0.0550496
8.2,-0.843638,-1.54806,-1.89601,-1.17918,1.62778,0.794908,0.314526,-0.605468,0.517754,0.0325525,0.998072,-0.012621,0.0513207
8.3,-0.822694,-1.54426,-1.90676,-1.18137,1.6254,0.8084,0.323879,-0.595645,0.512715,0.0290179,0.998407,-0.00931846,0.0474893
8.4,-0.80175,-1.54045,-1.91751,-1.18356,1.62303,0.821892,0.332935,-0.58567,0.507686,0.0254697,0.998707,-0.00615225,0.043559
8.5,-0.780806,-1.53665,-1.92826,-1.18574,1.62065,0.835385,0.341691,-0.575553,0.502666,0.0219085,0.998973,-0.0031248,0.0395335
8.6,-0.759862,-1.53285,-1.93901,-1.18793,1.61827,0.848877,0.350143,-0.565302,0.497656,0.0183343,0.999204,-0.000238483,0.0354166
8.7,-0.738919,-1.52904,-1.94976,-1.19011,1.6159,0.862369,0.35829,-0.554926,0.492656,0.0147476,0.999401,0.00250444,0.0312121
8.8,-0.717975,-1.52524,-1.9605,-1.1923,1.61352,0.875862,0.366131,-0.544434,0.487666,0.0111485,0.999562,0.0051018,0.0269238
8.9,-0.697031,-1.52143,-1.97125,-1.19449,1.61115,0.889354,0.373664,-0.533836,0.482686,0.00753747,0.999689,0.0075515,0.0225557
9,-0.678059,-1.51799,-1.98099,-1.19647,1.60899,0.901576,0.380219,-0.52415,0.478184,0.00425635,0.999773,0.0096414,0.0185334
9.1,-0.664056,-1.51545,-1.98818,-1.19793,1.60741,0.910596,0.384895,-0.516954,0.474868,0.00182853,0.999816,0.0111044,0.0155264
9.2,-0.655053,-1.51381,-1.9928,-1.19887,1.60638,0.916396,0.387827,-0.512307,0.472738,0.000264936,0.999836,0.012009,0.0135765
9.3,-0.65105,-1.51308,-1.99485,-1.19928,1.60593,0.918975,0.389112,-0.510237,0.471791,-0.000430938,0.999842,0.0124021,0.0127055
9.33006,-0.650824,-1.51304,-1.99497,-1.19931,1.6059,0.919121,0.389185,-0.51012,0.471738,-0.000470218,0.999843,0.0124241,0.0126563
