time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.000000,-1.729392,-1.503343,-2.101085,-1.136402,1.591568,-0.159888,-0.000233,0.000077,0.000201,0.000496,0.000082,0.000500,-0.232902,0.077045,0.200877,0.495722,0.082264,0.500000,-0.262218,-0.552124,0.416931,-0.000498,0.999845,0.012393,0.012508
0.100000,-1.730557,-1.502958,-2.100081,-1.133923,1.591979,-0.157388,-0.023290,0.007704,0.020088,0.049572,0.008226,0.050000,-0.232902,0.077045,0.200877,0.495722,0.082264,0.500000,-0.262906,-0.552401,0.418079,0.001316,0.999868,0.010459,0.012398
0.200000,-1.734050,-1.501802,-2.097067,-1.126488,1.593213,-0.149888,-0.046580,0.015409,0.040175,0.099144,0.016453,0.100000,-0.232902,0.077045,0.200877,0.495722,0.082264,0.500000,-0.264973,-0.553207,0.421534,0.006755,0.999893,0.004657,0.012082
0.300000,-1.739873,-1.499876,-2.092046,-1.114095,1.595270,-0.137388,-0.069871,0.023113,0.060263,0.148717,0.024679,0.150000,-0.232902,0.077045,0.200877,0.495722,0.082264,0.500000,-0.268429,-0.554480,0.427337,0.015803,0.999795,-0.005017,0.011607
0.400000,-1.748024,-1.497179,-2.085015,-1.096744,1.598149,-0.119888,-0.093161,0.030818,0.080351,0.198289,0.032906,0.200000,-0.232902,0.077045,0.200877,0.495722,0.082264,0.500000,-0.273286,-0.556109,0.435551,0.028431,0.999362,-0.018563,0.011048
0.500000,-1.758505,-1.493712,-2.075975,-1.074437,1.601851,-0.097388,-0.116451,0.038522,0.100438,0.247861,0.041132,0.250000,-0.232902,0.077045,0.200877,0.495722,0.082264,0.500000,-0.279558,-0.557940,0.446261,0.044584,0.998302,-0.035980,0.010513
0.600000,-1.771314,-1.489475,-2.064927,-1.047172,1.606375,-0.069888,-0.139741,0.046227,0.120526,0.297433,0.049358,0.300000,-0.232902,0.077045,0.200877,0.495722,0.082264,0.500000,-0.287252,-0.559765,0.459570,0.064175,0.996243,-0.057259,0.010136
0.700000,-1.785855,-1.484665,-2.052386,-1.016224,1.611511,-0.038673,-0.146337,0.048409,0.126215,0.311471,0.051688,0.314159,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.296004,-0.561279,0.474957,0.086170,0.992900,-0.081385,0.010075
0.800000,-1.800488,-1.479824,-2.039765,-0.985077,1.616680,-0.007257,-0.146337,0.048409,0.126215,0.311471,0.051688,0.314159,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.304808,-0.562192,0.490723,0.107998,0.988470,-0.105618,0.010405
0.900000,-1.815122,-1.474983,-2.027143,-0.953930,1.621849,0.024159,-0.146337,0.048409,0.126215,0.311471,0.051688,0.314159,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.313582,-0.562484,0.506753,0.129466,0.982991,-0.129782,0.011124
