time_from_start,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0,-0.650824,-1.51304,-1.99497,-1.19931,1.6059,0.919121,0.389185,-0.51012,0.471738,-0.000470094,0.999843,0.0124243,0.0126564
0.1,-0.650921,-1.51243,-1.99448,-1.20181,1.60549,0.918298,0.388858,-0.510008,0.472132,-0.000820154,0.999848,0.0126771,0.011978
0.2,-0.651213,-1.5106,-1.99302,-1.20931,1.60423,0.91583,0.387874,-0.509668,0.473316,-0.00187211,0.999858,0.0134394,0.00994447
0.3,-0.651699,-1.50755,-1.99058,-1.22181,1.60214,0.911716,0.38622,-0.509091,0.475294,-0.00363124,0.999864,0.0147224,0.00655974
0.4,-0.652379,-1.50328,-1.98716,-1.23931,1.59921,0.905956,0.383878,-0.508258,0.478075,-0.00610626,0.999843,0.0165446,0.00183091
0.5,-0.653254,-1.49779,-1.98277,-1.26181,1.59544,0.898551,0.380817,-0.507145,0.481669,-0.00930905,0.999768,0.0189321,-0.00423175
0.6,-0.654323,-1.49107,-1.9774,-1.28931,1.59084,0.8895,0.377005,-0.505719,0.48609,-0.0132545,0.999604,0.0219181,-0.0116143
0.7,-0.655537,-1.48345,-1.9713,-1.32052,1.58561,0.879227,0.372581,-0.504016,0.491146,-0.0177732,0.99932,0.0253979,-0.0199564
0.8,-0.656758,-1.47579,-1.96517,-1.35194,1.58035,0.868887,0.368027,-0.502208,0.496274,-0.0223628,0.998928,0.0289966,-0.0283094
0.9,-0.65798,-1.46812,-1.95904,-1.38336,1.57509,0.858547,0.363372,-0.500308,0.501439,-0.0269932,0.99843,0.0326917,-0.0366179
1,-0.659201,-1.46045,-1.95291,-1.41477,1.56983,0.848208,0.358615,-0.498315,0.506643,-0.0316631,0.997824,0.0364828,-0.0448799
1.1,-0.660423,-1.45278,-1.94677,-1.44619,1.56457,0.837868,0.353759,-0.49623,0.511883,-0.0363712,0.99711,0.0403693,-0.0530934
1.2,-0.661644,-1.44511,-1.94064,-1.4776,1.55931,0.827529,0.348803,-0.494052,0.51716,-0.0411162,0.996288,0.0443507,-0.0612567
1.3,-0.662866,-1.43744,-1.93451,-1.50902,1.55405,0.817189,0.34375,-0.491782,0.522471,-0.0458967,0.995357,0.0484264,-0.0693678
1.4,-0.664087,-1.42977,-1.92837,-1.54043,1.54879,0.806849,0.3386,-0.489419,0.527817,-0.0507115,0.994318,0.0525957,-0.0774249
1.5,-0.665309,-1.4221,-1.92224,-1.57185,1.54353,0.79651,0.333354,-0.486964,0.533195,-0.0555591,0.993168,0.0568582,-0.085426
1.6,-0.66653,-1.41444,-1.91611,-1.60327,1.53827,0.78617,0.328013,-0.484417,0.538606,-0.0604381,0.991908,0.061213,-0.0933695
1.7,-0.667752,-1.40677,-1.90998,-1.63468,1.53301,0.775831,0.322578,-0.481779,0.544048,-0.0653473,0.990538,0.0656596,-0.101253
1.8,-0.668973,-1.3991,-1.90384,-1.6661,1.52775,0.765491,0.31705,-0.479048,0.549521,-0.0702853,0.989058,0.0701971,-0.109076
1.9,-0.670195,-1.39143,-1.89771,-1.69751,1.52249,0.755151,0.31143,-0.476227,0.555023,-0.0752506,0.987466,0.0748248,-0.116835
2,-0.671416,-1.38376,-1.89158,-1.72893,1.51723,0.744812,0.30572,-0.473314,0.560553,-0.0802418,0.985762,0.0795419,-0.124529
2.1,-0.672638,-1.37609,-1.88544,-1.76035,1.51197,0.734472,0.29992,-0.47031,0.56611,-0.0852576,0.983947,0.0843476,-0.132156
2.2,-0.673859,-1.36842,-1.87931,-1.79176,1.50671,0.724133,0.294032,-0.467216,0.571693,-0.0902965,0.98202,0.0892411,-0.139714
2.3,-0.675081,-1.36075,-1.87318,-1.82318,1.50145,0.713793,0.288056,-0.464031,0.577301,-0.0953571,0.97998,0.0942215,-0.147202
2.4,-0.676302,-1.35309,-1.86705,-1.85459,1.49619,0.703453,0.281994,-0.460757,0.582933,-0.100438,0.977828,0.0992878,-0.154618
2.5,-0.677524,-1.34542,-1.86091,-1.88601,1.49093,0.693114,0.275847,-0.457393,0.588588,-0.105538,0.975563,0.104439,-0.16196
2.6,-0.678745,-1.33775,-1.85478,-1.91743,1.48567,0.682774,0.269616,-0.45394,0.594264,-0.110655,0.973185,0.109675,-0.169226
2.7,-0.679967,-1.33008,-1.84865,-1.94884,1.48041,0.672435,0.263303,-0.450398,0.599961,-0.115788,0.970694,0.114993,-0.176414
2.8,-0.681188,-1.32241,-1.84251,-1.98026,1.47515,0.662095,0.256908,-0.446767,0.605676,-0.120935,0.96809,0.120394,-0.183524
2.9,-0.68241,-1.31474,-1.83638,-2.01167,1.46989,0.651755,0.250434,-0.443049,0.61141,-0.126096,0.965373,0.125875,-0.190552
3,-0.683631,-1.30707,-1.83025,-2.04309,1.46463,0.641416,0.24388,-0.439243,0.61716,-0.131267,0.962542,0.131437,-0.197498
3.1,-0.684853,-1.2994,-1.82412,-2.07451,1.45937,0.631076,0.237249,-0.435349,0.622926,-0.136449,0.959598,0.137077,-0.20436
3.2,-0.686074,-1.29174,-1.81798,-2.10592,1.45411,0.620737,0.230541,-0.43137,0.628706,-0.14164,0.95654,0.142795,-0.211136
3.3,-0.687295,-1.28407,-1.81185,-2.13734,1.44885,0.610397,0.223759,-0.427304,0.634499,-0.146838,0.953369,0.148589,-0.217824
3.4,-0.688517,-1.2764,-1.80572,-2.16875,1.44359,0.600057,0.216903,-0.423153,0.640303,-0.152041,0.950084,0.154459,-0.224423
3.5,-0.689738,-1.26873,-1.79958,-2.20017,1.43833,0.589718,0.209974,-0.418917,0.646118,-0.157248,0.946686,0.160403,-0.230931
3.6,-0.69096,-1.26106,-1.79345,-2.23159,1.43307,0.579378,0.202975,-0.414596,0.651941,-0.162458,0.943175,0.166419,-0.237347
3.7,-0.692181,-1.25339,-1.78732,-2.263,1.42781,0.569039,0.195905,-0.410192,0.657773,-0.167669,0.93955,0.172507,-0.24367
3.8,-0.693403,-1.24572,-1.78118,-2.29442,1.42255,0.558699,0.188768,-0.405704,0.66361,-0.172879,0.935811,0.178666,-0.249896
3.9,-0.694624,-1.23805,-1.77505,-2.32583,1.41729,0.548359,0.181563,-0.401134,0.669452,-0.178088,0.93196,0.184893,-0.256026
4,-0.695846,-1.23039,-1.76892,-2.35725,1.41203,0.53802,0.174293,-0.396481,0.675297,-0.183293,0.927996,0.191188,-0.262058
4.1,-0.697067,-1.22272,-1.76279,-2.38866,1.40677,0.52768,0.166958,-0.391747,0.681145,-0.188493,0.923919,0.19755,-0.267989
4.2,-0.698289,-1.21505,-1.75665,-2.42008,1.40151,0.517341,0.159561,-0.386933,0.686993,-0.193687,0.91973,0.203976,-0.273819
4.3,-0.69951,-1.20738,-1.75052,-2.4515,1.39625,0.507001,0.152102,-0.382039,0.69284,-0.198873,0.915428,0.210465,-0.279546
4.4,-0.700732,-1.19971,-1.74439,-2.48291,1.39099,0.496661,0.144583,-0.377065,0.698685,-0.204049,0.911014,0.217017,-0.285169
4.5,-0.701953,-1.19204,-1.73825,-2.51433,1.38573,0.486322,0.137006,-0.372013,0.704525,-0.209214,0.906488,0.223629,-0.290687
4.6,-0.703175,-1.18437,-1.73212,-2.54574,1.38047,0.475982,0.129371,-0.366882,0.710361,-0.214367,0.901851,0.2303,-0.296097
4.7,-0.704396,-1.1767,-1.72599,-2.57716,1.37521,0.465643,0.121681,-0.361675,0.71619,-0.219505,0.897103,0.237028,-0.301399
4.8,-0.705618,-1.16904,-1.71986,-2.60858,1.36995,0.455303,0.113936,-0.356392,0.72201,-0.224628,0.892244,0.243812,-0.306592
4.9,-0.706839,-1.16137,-1.71372,-2.63999,1.36469,0.444963,0.106139,-0.351033,0.727821,-0.229734,0.887275,0.250651,-0.311673
5,-0.708061,-1.1537,-1.70759,-2.67141,1.35943,0.434624,0.0982897,-0.345599,0.73362,-0.234822,0.882195,0.257543,-0.316642
5.1,-0.709282,-1.14603,-1.70146,-2.70282,1.35417,0.424284,0.0903908,-0.340091,0.739406,-0.239889,0.877006,0.264485,-0.321498
5.2,-0.710504,-1.13836,-1.69532,-2.73424,1.34891,0.413945,0.0824434,-0.33451,0.745178,-0.244935,0.871708,0.271477,-0.326239
5.3,-0.711725,-1.13069,-1.68919,-2.76566,1.34365,0.403605,0.074449,-0.328857,0.750934,-0.249958,0.866302,0.278517,-0.330864
5.4,-0.712947,-1.12302,-1.68306,-2.79707,1.33839,0.393265,0.0664091,-0.323132,0.756672,-0.254956,0.860787,0.285604,-0.335372
5.5,-0.714168,-1.11535,-1.67693,-2.82849,1.33313,0.382926,0.058325,-0.317337,0.762391,-0.259928,0.855164,0.292734,-0.339762
5.6,-0.71539,-1.10769,-1.67079,-2.8599,1.32787,0.372586,0.0501984,-0.311472,0.768089,-0.264872,0.849435,0.299908,-0.344032
5.7,-0.716611,-1.10002,-1.66466,-2.89132,1.32261,0.362247,0.0420306,-0.305538,0.773765,-0.269788,0.843599,0.307123,-0.348182
5.8,-0.717832,-1.09235,-1.65853,-2.92274,1.31735,0.351907,0.0338232,-0.299537,0.779417,-0.274673,0.837657,0.314377,-0.352211
5.9,-0.719054,-1.08468,-1.65239,-2.95415,1.31209,0.341567,0.0255776,-0.293468,0.785043,-0.279526,0.83161,0.321668,-0.356117
6,-0.720275,-1.07701,-1.64626,-2.98557,1.30683,0.331228,0.0172953,-0.287333,0.790642,-0.284345,0.825459,0.328996,-0.359899
6.1,-0.721497,-1.06934,-1.64013,-3.01698,1.30157,0.320888,0.0089779,-0.281134,0.796213,-0.28913,0.819203,0.336357,-0.363557
6.2,-0.722718,-1.06167,-1.634,-3.0484,1.29631,0.310548,0.000626769,-0.27487,0.801752,-0.293878,0.812845,0.343751,-0.36709
6.3,-0.72394,-1.054,-1.62786,-3.07982,1.29105,0.300209,-0.00775656,-0.268543,0.80726,-0.298588,0.806383,0.351175,-0.370496
6.4,-0.725161,-1.04634,-1.62173,-3.11123,1.28579,0.289869,-0.0161706,-0.262154,0.812734,-0.303259,0.799821,0.358627,-0.373775
6.5,-0.726383,-1.03867,-1.6156,-3.14265,1.28053,0.27953,-0.0246139,-0.255703,0.818173,-0.307889,0.793157,0.366106,-0.376926
6.6,-0.727604,-1.031,-1.60946,-3.17406,1.27527,0.26919,-0.0330849,-0.249193,0.823575,-0.312477,0.786393,0.37361,-0.379948
6.7,-0.728826,-1.02333,-1.60333,-3.20548,1.27001,0.25885,-0.0415821,-0.242623,0.828938,-0.317022,0.779529,0.381136,-0.38284
6.8,-0.730047,-1.01566,-1.5972,-3.23689,1.26476,0.248513,-0.0501024,-0.235997,0.83426,-0.32152,0.772569,0.388682,-0.385601
