shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
-0.976317,-1.46528,-1.34181,-1.03005,-0.605199,2.95469
-0.987245,-1.46168,-1.3373,-1.03132,-0.623322,2.96302
-1.00588,-1.45845,-1.3346,-1.03491,-0.630857,2.95222
-1.68171,-1.65149,-1.76995,-1.31836,1.59297,-0.112136
