shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.0559562,-1.58226,-1.06711,-1.92843,0.52363,0.194695
0.110899,-1.58295,-1.06496,-1.92673,0.508414,0.228534
0.128048,-1.58391,-1.07742,-1.91382,0.518512,0.258535
0.1252,-1.58484,-1.09458,-1.89782,0.538587,0.28203
-0.614163,-1.6186,-1.88605,-1.20127,1.60576,0.955727
