time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.000000,-1.963493,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,0.000500,-0.000025,0.000240,-0.000267,-0.000172,0.000488,0.500000,-0.025091,0.239871,-0.267025,-0.171811,0.487575,-0.380341,-0.464408,0.198656,-0.000522,0.999962,0.007016,0.005144
0.100000,-1.960993,-1.772551,-2.314566,-0.642436,1.574064,-0.391337,0.050000,-0.002509,0.023987,-0.026703,-0.017181,0.048757,0.500000,-0.025091,0.239871,-0.267025,-0.171811,0.487575,-0.379477,-0.465821,0.198968,-0.000556,0.999962,0.007313,0.004779
0.200000,-1.953493,-1.772928,-2.310968,-0.646442,1.571487,-0.384024,0.100000,-0.005018,0.047974,-0.053405,-0.034362,0.097515,0.500000,-0.025091,0.239871,-0.267025,-0.171811,0.487575,-0.376858,-0.470048,0.199909,-0.000660,0.999959,0.008193,0.003677
0.300000,-1.940993,-1.773555,-2.304971,-0.653117,1.567191,-0.371834,0.150000,-0.007527,0.071961,-0.080108,-0.051543,0.146272,0.500000,-0.025091,0.239871,-0.267025,-0.171811,0.487575,-0.372396,-0.477057,0.201490,-0.000836,0.999952,0.009625,0.001811
0.400000,-1.923493,-1.774433,-2.296575,-0.662463,1.561178,-0.354769,0.200000,-0.010036,0.095948,-0.106810,-0.068725,0.195030,0.500000,-0.025091,0.239871,-0.267025,-0.171811,0.487575,-0.365948,-0.486789,0.203729,-0.001087,0.999932,0.011554,-0.000860
0.500000,-1.902638,-1.775480,-2.286570,-0.673601,1.554012,-0.334432,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.357959,-0.498256,0.206436,-0.001393,0.999896,0.013735,-0.004127
0.600000,-1.881694,-1.776531,-2.276523,-0.684786,1.546815,-0.314009,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.349605,-0.509622,0.209197,-0.001708,0.999846,0.015793,-0.007498
0.700000,-1.860750,-1.777582,-2.266475,-0.695971,1.539618,-0.293586,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.340923,-0.520826,0.212001,-0.002031,0.999781,0.017717,-0.010954
0.800000,-1.839806,-1.778633,-2.256427,-0.707156,1.532421,-0.273162,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.331916,-0.531861,0.214848,-0.002362,0.999702,0.019503,-0.014491
0.900000,-1.818862,-1.779684,-2.246380,-0.718341,1.525225,-0.252739,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.322587,-0.542717,0.217736,-0.002700,0.999609,0.021149,-0.018105
1.000000,-1.797918,-1.780735,-2.236332,-0.729526,1.518028,-0.232315,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.312942,-0.553385,0.220666,-0.003046,0.999501,0.022652,-0.021792
1.100000,-1.776974,-1.781786,-2.226284,-0.740711,1.510831,-0.211892,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.302985,-0.563856,0.223637,-0.003400,0.999379,0.024011,-0.025547
1.200000,-1.756031,-1.782837,-2.216237,-0.751896,1.503634,-0.191468,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.292719,-0.574121,0.226650,-0.003762,0.999243,0.025223,-0.029365
1.300000,-1.735087,-1.783888,-2.206189,-0.763082,1.496437,-0.171045,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.282150,-0.584172,0.229704,-0.004132,0.999093,0.026285,-0.033243
1.400000,-1.714143,-1.784939,-2.196141,-0.774267,1.489241,-0.150621,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.271284,-0.594000,0.232798,-0.004509,0.998928,0.027197,-0.037175
1.500000,-1.693199,-1.785990,-2.186094,-0.785452,1.482044,-0.130198,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.260124,-0.603596,0.235932,-0.004894,0.998750,0.027956,-0.041157
1.600000,-1.672255,-1.787041,-2.176046,-0.796637,1.474847,-0.109774,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.248677,-0.612953,0.239107,-0.005287,0.998556,0.028560,-0.045184
1.700000,-1.651311,-1.788092,-2.165998,-0.807822,1.467650,-0.089351,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.236949,-0.622062,0.242321,-0.005687,0.998349,0.029009,-0.049251
1.800000,-1.630367,-1.789143,-2.155951,-0.819007,1.460453,-0.068927,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.224945,-0.630914,0.245575,-0.006095,0.998127,0.029300,-0.053354
1.900000,-1.609423,-1.790194,-2.145903,-0.830192,1.453256,-0.048504,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.212672,-0.639504,0.248868,-0.006511,0.997891,0.029432,-0.057488
2.000000,-1.588479,-1.791245,-2.135855,-0.841377,1.446060,-0.028080,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.200136,-0.647821,0.252200,-0.006934,0.997641,0.029404,-0.061647
2.100000,-1.567535,-1.792296,-2.125807,-0.852563,1.438863,-0.007657,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.187344,-0.655860,0.255571,-0.007365,0.997376,0.029216,-0.065827
2.200000,-1.546591,-1.793347,-2.115760,-0.863748,1.431666,0.012767,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.174303,-0.663613,0.258979,-0.007804,0.997097,0.028866,-0.070023
2.300000,-1.525647,-1.794398,-2.105712,-0.874933,1.424469,0.033190,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.161020,-0.671072,0.262426,-0.008250,0.996804,0.028353,-0.074230
2.400000,-1.504703,-1.795449,-2.095664,-0.886118,1.417272,0.053614,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.147501,-0.678231,0.265911,-0.008704,0.996496,0.027677,-0.078442
2.500000,-1.483759,-1.796500,-2.085617,-0.897303,1.410076,0.074037,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.133755,-0.685082,0.269432,-0.009165,0.996175,0.026838,-0.082656
2.600000,-1.462815,-1.797551,-2.075569,-0.908488,1.402879,0.094461,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.119790,-0.691620,0.272991,-0.009634,0.995838,0.025835,-0.086865
2.700000,-1.441871,-1.798602,-2.065521,-0.919673,1.395682,0.114884,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.105612,-0.697838,0.276587,-0.010111,0.995488,0.024669,-0.091065
2.800000,-1.420927,-1.799653,-2.055474,-0.930858,1.388485,0.135308,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.091231,-0.703730,0.280219,-0.010594,0.995123,0.023338,-0.095251
2.900000,-1.399983,-1.800704,-2.045426,-0.942044,1.381288,0.155731,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.076653,-0.709289,0.283887,-0.011086,0.994744,0.021844,-0.099417
3.000000,-1.379039,-1.801755,-2.035378,-0.953229,1.374091,0.176154,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.061889,-0.714510,0.287591,-0.011585,0.994351,0.020186,-0.103559
3.100000,-1.358095,-1.802806,-2.025331,-0.964414,1.366895,0.196578,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.046945,-0.719388,0.291330,-0.012091,0.993943,0.018365,-0.107671
3.200000,-1.337152,-1.803857,-2.015283,-0.975599,1.359698,0.217001,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.031831,-0.723918,0.295105,-0.012605,0.993522,0.016381,-0.111749
3.300000,-1.316208,-1.804908,-2.005235,-0.986784,1.352501,0.237425,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.016556,-0.728093,0.298914,-0.013126,0.993085,0.014236,-0.115787
3.400000,-1.295264,-1.805959,-1.995188,-0.997969,1.345304,0.257848,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.001128,-0.731910,0.302757,-0.013655,0.992635,0.011929,-0.119780
3.500000,-1.274320,-1.807010,-1.985140,-1.009154,1.338107,0.278272,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.014443,-0.735364,0.306635,-0.014191,0.992170,0.009463,-0.123723
3.600000,-1.253376,-1.808061,-1.975092,-1.020339,1.330911,0.298695,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.030148,-0.738450,0.310546,-0.014734,0.991691,0.006838,-0.127612
3.700000,-1.232432,-1.809112,-1.965045,-1.031525,1.323714,0.319119,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.045978,-0.741165,0.314491,-0.015285,0.991198,0.004055,-0.131441
3.800000,-1.211488,-1.810163,-1.954997,-1.042710,1.316517,0.339542,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.061923,-0.743504,0.318469,-0.015843,0.990690,0.001116,-0.135206
3.900000,-1.190544,-1.811214,-1.944949,-1.053895,1.309320,0.359966,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.077974,-0.745465,0.322479,-0.016408,0.990168,-0.001978,-0.138900
4.000000,-1.169600,-1.812265,-1.934901,-1.065080,1.302123,0.380389,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.094120,-0.747043,0.326522,-0.016981,0.989632,-0.005225,-0.142521
4.100000,-1.148656,-1.813316,-1.924854,-1.076265,1.294926,0.400813,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.110354,-0.748236,0.330596,-0.017561,0.989082,-0.008623,-0.146062
4.200000,-1.127712,-1.814367,-1.914806,-1.087450,1.287730,0.421236,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.126663,-0.749040,0.334703,-0.018148,0.988517,-0.012170,-0.149519
4.300000,-1.106768,-1.815418,-1.904758,-1.098635,1.280533,0.441660,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.143039,-0.749454,0.338840,-0.018742,0.987939,-0.015864,-0.152887
4.400000,-1.085824,-1.816469,-1.894711,-1.109820,1.273336,0.462083,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.159472,-0.749475,0.343009,-0.019344,0.987345,-0.019703,-0.156162
4.500000,-1.064880,-1.817520,-1.884663,-1.121006,1.266139,0.482507,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.175951,-0.749101,0.347207,-0.019953,0.986738,-0.023684,-0.159339
4.600000,-1.043936,-1.818571,-1.874615,-1.132191,1.258942,0.502930,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.192467,-0.748330,0.351437,-0.020569,0.986116,-0.027806,-0.162413
4.700000,-1.022992,-1.819622,-1.864568,-1.143376,1.251745,0.523354,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.209008,-0.747161,0.355695,-0.021192,0.985481,-0.032064,-0.165380
4.800000,-1.002048,-1.820673,-1.854520,-1.154561,1.244549,0.543777,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.225566,-0.745593,0.359984,-0.021822,0.984831,-0.036457,-0.168236
4.900000,-0.981104,-1.821724,-1.844472,-1.165746,1.237352,0.564201,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.242129,-0.743624,0.364301,-0.022459,0.984166,-0.040982,-0.170975
5.000000,-0.960160,-1.822775,-1.834425,-1.176931,1.230155,0.584624,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.258687,-0.741254,0.368647,-0.023104,0.983488,-0.045636,-0.173595
5.100000,-0.939216,-1.823826,-1.824377,-1.188116,1.222958,0.605048,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.275231,-0.738483,0.373021,-0.023755,0.982795,-0.050415,-0.176090
5.200000,-0.918272,-1.824877,-1.814329,-1.199301,1.215761,0.625471,0.209440,-0.010510,0.100477,-0.111851,-0.071968,0.204235,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.291750,-0.735311,0.377423,-0.024414,0.982088,-0.055316,-0.178456
