shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
-2.47588,-1.67892,-0.772261,-1.84744,1.52851,0.293012
-2.48702,-1.6695,-0.753786,-1.84659,1.52536,0.357544
-2.45524,-1.66542,-0.763356,-1.83011,1.52483,0.41561
-0.577737,-1.78896,-1.83717,-1.07883,1.60542,0.992438
