pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
-0.370301,-0.569014,0.545544,-0.000485867,0.999848,0.0122526,0.0124296
-0.465549,-0.541544,0.666624,-0.000454045,0.999843,0.012399,0.0126455
