shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
-1.43635,-1.41916,-0.621477,-1.06298,1.2759,1.97797
-1.45607,-1.4176,-0.600299,-1.06039,1.27054,1.98763
-1.48314,-1.41656,-0.589779,-1.05799,1.26728,1.97731
-1.50406,-1.41717,-0.605164,-1.0576,1.26994,1.93943
-1.72942,-1.50332,-2.1011,-1.13636,1.59162,-0.159854
