time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.000000,-2.364991,-1.547842,-1.787579,-1.412478,1.570423,-0.794888,0.000500,-0.000117,-0.000272,0.000395,0.000016,0.000500,0.500000,-0.117201,-0.271749,0.395429,0.016064,0.499821,-0.594590,-0.340012,0.562417,-0.000350,0.999842,0.012572,0.012538
0.100000,-2.362491,-1.548428,-1.788938,-1.410501,1.570503,-0.792389,0.050000,-0.011720,-0.027175,0.039543,0.001606,0.049982,0.500000,-0.117201,-0.271749,0.395429,0.016064,0.499821,-0.593836,-0.341608,0.561338,-0.000350,0.999843,0.012563,0.012523
0.200000,-2.354991,-1.550186,-1.793014,-1.404569,1.570744,-0.784892,0.100000,-0.023440,-0.054350,0.079086,0.003213,0.099964,0.500000,-0.117201,-0.271749,0.395429,0.016064,0.499821,-0.591542,-0.346376,0.558104,-0.000349,0.999843,0.012537,0.012479
0.300000,-2.342491,-1.553116,-1.799808,-1.394684,1.571146,-0.772396,0.150000,-0.035160,-0.081525,0.118629,0.004819,0.149946,0.500000,-0.117201,-0.271749,0.395429,0.016064,0.499821,-0.587603,-0.354260,0.552717,-0.000348,0.999845,0.012494,0.012409
0.400000,-2.324991,-1.557218,-1.809319,-1.380844,1.571708,-0.754902,0.200000,-0.046880,-0.108699,0.158172,0.006425,0.199928,0.500000,-0.117201,-0.271749,0.395429,0.016064,0.499821,-0.581853,-0.365157,0.545187,-0.000346,0.999847,0.012434,0.012315
0.500000,-2.304136,-1.562106,-1.820653,-1.364350,1.572378,-0.734055,0.209440,-0.049093,-0.113830,0.165637,0.006729,0.209364,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.574646,-0.377922,0.536230,-0.000344,0.999849,0.012364,0.012212
0.600000,-2.283192,-1.567016,-1.832036,-1.347787,1.573051,-0.713119,0.209440,-0.049093,-0.113830,0.165637,0.006729,0.209364,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.567032,-0.390487,0.527256,-0.000342,0.999851,0.012294,0.012116
0.700000,-2.262248,-1.571925,-1.843419,-1.331223,1.573724,-0.692182,0.209440,-0.049093,-0.113830,0.165637,0.006729,0.209364,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.559050,-0.402786,0.518307,-0.000340,0.999853,0.012226,0.012028
0.800000,-2.241304,-1.576834,-1.854802,-1.314659,1.574397,-0.671246,0.209440,-0.049093,-0.113830,0.165637,0.006729,0.209364,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.550710,-0.414807,0.509383,-0.000338,0.999855,0.012160,0.011949
0.900000,-2.220360,-1.581744,-1.866185,-1.298096,1.575070,-0.650309,0.209440,-0.049093,-0.113830,0.165637,0.006729,0.209364,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.542024,-0.426540,0.500489,-0.000337,0.999856,0.012096,0.011877
