timestamp,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_pos,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_vel,shoulder_lift_joint_eff,elbow_joint_eff,wrist_1_joint_eff,wrist_2_joint_eff,wrist_3_joint_eff,shoulder_pan_joint_eff,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
1750931780.897797,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.899733,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.901196,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.9033067,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.9055738,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.907226,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.9092565,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.9111311,-1.772426,-2.315765,-0.641101,1.574923,-0.393775,-1.963493,0.0,0.0,0.0,0.0,0.0,0.0,3.532626684,2.644873592,0.301336577,0.000340629,0.0,0.0,-0.3803405670463122,-0.4644079063838665,0.19865550759130257,-0.0005217049846878887,0.9999620216591399,0.007015731285439251,0.005144179021493773
1750931780.9131343,-1.77242605,-2.31576452,-0.641101534,1.574922656,-0.393774025,-1.963492,-5.0182e-05,0.000479742,-0.00053405,-0.000343623,0.00097515,0.001,3.500464887,2.771304353,0.289976904,-0.007073978,0.027469899,0.360449105,-0.38034022276079105,-0.4644084719599972,0.19865563267043612,-0.0005217188305259909,0.9999620215672851,0.007015850301864259,0.0051440331523094915
1750931780.915172,-1.772426201,-2.315763081,-0.641103136,1.574921626,-0.393771099,-1.963489,-0.000100364,0.000959483,-0.001068101,-0.000687245,0.001950299,0.002,3.500469592,2.771307952,0.289976874,-0.007074046,0.027469899,0.360449697,-0.38033918946825584,-0.4644101682544948,0.19865600688288268,-0.0005217598576465135,0.9999620212812782,0.007016207892491874,0.005143596846647101
1750931780.917277,-1.772426452,-2.315760682,-0.641105806,1.574919907,-0.393766224,-1.963484,-0.000150545,0.001439225,-0.001602151,-0.001030868,0.002925449,0.003,3.500477435,2.77131395,0.289976825,-0.007074158,0.027469899,0.360450684,-0.3803374676937602,-0.46441299564986394,0.19865663125549488,-0.0005218290810808764,0.9999620208115508,0.0070168036982405065,0.005142868338779402
1750931780.9192636,-1.772426803,-2.315757324,-0.641109545,1.574917502,-0.393759398,-1.963477,-0.000200727,0.001918967,-0.002136202,-0.00137449,0.003900598,0.004,3.500488415,2.771322347,0.289976756,-0.007074315,0.027469899,0.360452066,-0.38033505682282953,-0.46441695362390933,0.19865750522292192,-0.0005219254866590812,0.9999620201461142,0.007017638064708223,0.005141849383372809
1750931780.9213896,-1.772427255,-2.315753006,-0.641114351,1.574914409,-0.393750621,-1.963468,-0.000250909,0.002398709,-0.002670252,-0.001718113,0.004875748,0.005,3.500502531,2.771333144,0.289976667,-0.007074517,0.027469899,0.360453843,-0.3803319573587271,-0.46442204284921024,0.19865862890138725,-0.0005220490856531091,0.9999620192941137,0.007018710439612909,0.005140538663977609
