time_from_start,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
1.7,-0.140007,-1.52406,-1.7395,-0.478773,1.01765,0.91598,0.64865,-0.329121,0.766005,-0.093535,0.855412,-0.396331,0.320067
1.8,-0.0828299,-1.51266,-1.72183,-0.391649,0.94673,0.911187,0.650656,-0.297106,0.801346,-0.0796169,0.826234,-0.423338,0.363019
1.9,-0.0272062,-1.50157,-1.70463,-0.306892,0.877738,0.906524,0.648024,-0.26634,0.834155,-0.0611364,0.797431,-0.443675,0.404375
2,0.025136,-1.49113,-1.68846,-0.227135,0.812816,0.902136,0.641659,-0.238221,0.863228,-0.039552,0.770445,-0.457283,0.442429
2.1,0.0741969,-1.48135,-1.67329,-0.152378,0.751964,0.898024,0.632562,-0.212967,0.888595,-0.0158922,0.745648,-0.465068,0.476936
2.2,0.119976,-1.47223,-1.65914,-0.0826213,0.695182,0.894186,0.621634,-0.190621,0.910406,0.00892583,0.723247,-0.467951,0.507795
2.3,0.162475,-1.46375,-1.64601,-0.0178643,0.64247,0.890624,0.609658,-0.171097,0.928898,0.0341056,0.703315,-0.466836,0.535022
2.4,0.201691,-1.45593,-1.63389,0.0418927,0.593828,0.887336,0.597283,-0.154222,0.944364,0.0589726,0.685825,-0.462585,0.558732
2.5,0.237627,-1.44877,-1.62278,0.0966497,0.549256,0.884324,0.585024,-0.139772,0.95713,0.0829696,0.670675,-0.456004,0.579112
2.6,0.270281,-1.44226,-1.61269,0.146407,0.508754,0.881587,0.573278,-0.127501,0.967528,0.105648,0.657717,-0.44783,0.596402
2.7,0.299654,-1.4364,-1.60361,0.191164,0.472322,0.879124,0.562334,-0.117165,0.975888,0.126656,0.64677,-0.438722,0.610876
2.8,0.325745,-1.4312,-1.59554,0.230921,0.43996,0.876937,0.552394,-0.108534,0.982518,0.145726,0.637644,-0.429266,0.62282
2.9,0.348555,-1.42665,-1.58849,0.265678,0.411668,0.875025,0.543591,-0.101402,0.987699,0.162661,0.630146,-0.419967,0.632522
3,0.368084,-1.42276,-1.58246,0.295435,0.387446,0.873388,0.536005,-0.0955943,0.991681,0.17732,0.624095,-0.411256,0.640259
3.1,0.384331,-1.41952,-1.57744,0.320192,0.367294,0.872026,0.52968,-0.0909646,0.994677,0.189608,0.619325,-0.403491,0.646281
3.2,0.397297,-1.41693,-1.57343,0.339949,0.351212,0.870939,0.524634,-0.0873975,0.996862,0.199463,0.615694,-0.396964,0.650811
3.3,0.406982,-1.415,-1.57044,0.354706,0.3392,0.870127,0.520871,-0.0848048,0.998376,0.206846,0.613085,-0.391899,0.654031
3.4,0.413203,-1.4135,-1.56791,0.365598,0.330061,0.868379,0.517887,-0.0834798,0.999613,0.21246,0.611172,-0.388699,0.655929
3.5,0.415057,-1.41184,-1.56432,0.375557,0.320577,0.862028,0.514288,-0.0845591,1.00145,0.218236,0.609289,-0.388344,0.655994
3.6,0.411942,-1.41027,-1.56017,0.382859,0.312307,0.851826,0.51061,-0.0879791,1.00363,0.223218,0.607742,-0.391103,0.654112
3.7,0.404226,-1.40911,-1.55625,0.385955,0.30692,0.839573,0.507514,-0.0931522,1.00579,0.226394,0.606815,-0.396612,0.650554
3.8,0.393524,-1.40863,-1.55345,0.384063,0.305678,0.827952,0.505664,-0.0989674,1.00747,0.227014,0.606697,-0.403722,0.646059
3.9,0.381465,-1.40894,-1.55228,0.377212,0.30903,0.818955,0.505446,-0.104524,1.00838,0.224825,0.607445,-0.411325,0.641308
4,0.36764,-1.40991,-1.55239,0.365976,0.316278,0.811576,0.506537,-0.110228,1.00869,0.22025,0.608959,-0.419689,0.636018
4.1,0.348849,-1.41124,-1.55255,0.350662,0.326173,0.801585,0.507955,-0.118037,1.00904,0.214012,0.61108,-0.430858,0.628602
4.2,0.325059,-1.41292,-1.55275,0.331274,0.3387,0.788935,0.509609,-0.128032,1.00939,0.206126,0.613854,-0.444667,0.618843
4.3,0.296268,-1.41495,-1.55299,0.307811,0.35386,0.773626,0.511389,-0.140289,1.00965,0.196609,0.617343,-0.460864,0.606496
4.4,0.262477,-1.41734,-1.55327,0.280272,0.371653,0.755659,0.513153,-0.154898,1.00976,0.185483,0.62162,-0.479129,0.591287
4.5,0.223687,-1.42008,-1.5536,0.248659,0.392079,0.735034,0.514718,-0.171962,1.00959,0.172784,0.626769,-0.499064,0.572923
4.6,0.179896,-1.42317,-1.55397,0.212971,0.415137,0.711749,0.515855,-0.191592,1.00904,0.158564,0.632884,-0.520188,0.551108
4.7,0.131106,-1.42662,-1.55438,0.173209,0.440828,0.685806,0.516278,-0.2139,1.00796,0.142894,0.640064,-0.541927,0.525561
4.8,0.0773152,-1.43042,-1.55483,0.129371,0.469153,0.657205,0.515635,-0.238994,1.00621,0.12587,0.648416,-0.563611,0.496041
4.9,0.0185246,-1.43457,-1.55533,0.0814588,0.500109,0.625945,0.513501,-0.26696,1.00361,0.107617,0.658045,-0.584473,0.46237
5,-0.0452659,-1.43908,-1.55587,0.0294716,0.533699,0.592026,0.509366,-0.297846,0.999993,0.0882961,0.669057,-0.603652,0.424465
5.1,-0.114056,-1.44394,-1.55644,-0.0265905,0.569922,0.555449,0.502635,-0.331638,0.995171,0.0681054,0.681548,-0.620202,0.382365
5.2,-0.187847,-1.44915,-1.55707,-0.0867274,0.608777,0.516213,0.492619,-0.368233,0.988958,0.047288,0.695601,-0.633107,0.336272
5.3,-0.266638,-1.45472,-1.55773,-0.150939,0.650265,0.474319,0.478549,-0.407404,0.981167,0.0261355,0.711276,-0.641309,0.286576
5.4,-0.350428,-1.46064,-1.55844,-0.219226,0.694386,0.429765,0.459586,-0.448762,0.971625,0.00499079,0.728608,-0.643739,0.233894
5.5,-0.439219,-1.46691,-1.55918,-0.291587,0.74114,0.382554,0.434854,-0.491714,0.960175,-0.015749,0.747588,-0.639369,0.179088
5.6,-0.533009,-1.47354,-1.55997,-0.368023,0.790527,0.332684,0.403478,-0.535432,0.946691,-0.0356319,0.768158,-0.627266,0.123291
5.7,-0.6318,-1.48052,-1.56081,-0.448534,0.842546,0.280155,0.364649,-0.578813,0.931087,-0.0541525,0.790201,-0.606661,0.0679124
5.8,-0.73559,-1.48785,-1.56168,-0.53312,0.897199,0.224967,0.317701,-0.620472,0.913331,-0.0707553,0.813524,-0.577026,0.0146237
5.9,-0.844161,-1.49552,-1.56259,-0.621602,0.954368,0.167238,0.262316,-0.658664,0.893493,-0.0848164,0.837797,-0.538245,-0.0345736
6,-0.950852,-1.50306,-1.56349,-0.708552,1.01055,0.110508,0.202336,-0.689801,0.872992,-0.0951944,0.861206,-0.49354,-0.0753639
6.1,-1.05254,-1.51024,-1.56435,-0.791427,1.06409,0.0564369,0.140854,-0.712749,0.852763,-0.10181,0.88281,-0.446027,-0.106498
6.2,-1.14924,-1.51707,-1.56516,-0.870227,1.11501,0.0050241,0.0793296,-0.727876,0.833121,-0.105072,0.902443,-0.397522,-0.12858
6.3,-1.24093,-1.52355,-1.56594,-0.944953,1.16329,-0.0437301,0.0190265,-0.735806,0.814311,-0.105411,0.920016,-0.349524,-0.142452
6.4,-1.32762,-1.52967,-1.56667,-1.0156,1.20894,-0.0898257,-0.0390155,-0.737339,0.796517,-0.103257,0.935502,-0.303218,-0.149106
6.5,-1.40931,-1.53545,-1.56735,-1.08218,1.25195,-0.133263,-0.0939897,-0.733386,0.779867,-0.0990376,0.948932,-0.25949,-0.149612
6.6,-1.486,-1.54086,-1.568,-1.14468,1.29234,-0.174041,-0.145314,-0.724905,0.764442,-0.0931626,0.960383,-0.218961,-0.145056
6.7,-1.55769,-1.54593,-1.5686,-1.20311,1.33009,-0.212161,-0.192611,-0.712854,0.750282,-0.0860198,0.969969,-0.182015,-0.136494
6.8,-1.62438,-1.55064,-1.56917,-1.25746,1.3652,-0.247622,-0.235677,-0.698152,0.737395,-0.0779703,0.977835,-0.14884,-0.124923
6.9,-1.68608,-1.555,-1.56969,-1.30774,1.39769,-0.280425,-0.274454,-0.681653,0.725767,-0.0693455,0.984145,-0.119468,-0.111253
7,-1.74277,-1.559,-1.57016,-1.35394,1.42754,-0.310569,-0.308997,-0.664132,0.715362,-0.0604452,0.989077,-0.093806,-0.0962996
7.1,-1.79446,-1.56266,-1.5706,-1.39606,1.45476,-0.338054,-0.339444,-0.646273,0.706133,-0.0515375,0.992815,-0.0716732,-0.0807743
7.2,-1.84115,-1.56595,-1.57099,-1.43412,1.47935,-0.362881,-0.365989,-0.62867,0.698025,-0.0428591,0.995545,-0.0528289,-0.065289
7.3,-1.88284,-1.5689,-1.57134,-1.46809,1.5013,-0.385049,-0.388858,-0.61183,0.690979,-0.0346165,0.997445,-0.0369974,-0.0503585
7.4,-1.91953,-1.57149,-1.57165,-1.498,1.52062,-0.404559,-0.408294,-0.596176,0.684938,-0.0269872,0.998687,-0.0238894,-0.0364086
7.5,-1.95123,-1.57373,-1.57192,-1.52382,1.53731,-0.42141,-0.424533,-0.582057,0.679843,-0.020122,0.999427,-0.0132193,-0.023785
7.6,-1.97792,-1.57562,-1.57214,-1.54558,1.55136,-0.435602,-0.437803,-0.569754,0.675645,-0.0141462,0.999807,-0.00471863,-0.0127628
7.7,-1.99961,-1.57715,-1.57233,-1.56325,1.56278,-0.447136,-0.448304,-0.55949,0.672296,-0.00916221,0.99995,0.00185298,-0.00355594
7.8,-2.0163,-1.57833,-1.57247,-1.57686,1.57157,-0.456011,-0.456209,-0.551435,0.669758,-0.00525042,0.999957,0.00669991,0.00367419
7.9,-2.02799,-1.57915,-1.57257,-1.58639,1.57773,-0.462228,-0.461653,-0.545714,0.668001,-0.0024713,0.999908,0.00998454,0.0088111
8,-2.03468,-1.57963,-1.57262,-1.59184,1.58125,-0.465786,-0.464734,-0.542411,0.667003,-0.000866334,0.99986,0.0118231,0.0117774
8.08383,-2.03644,-1.57975,-1.57264,-1.59327,1.58218,-0.46672,-0.465539,-0.54154,0.666742,-0.000443215,0.999845,0.0123009,0.0125593
