timestamp,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_pos,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_vel,shoulder_lift_joint_eff,elbow_joint_eff,wrist_1_joint_eff,wrist_2_joint_eff,wrist_3_joint_eff,shoulder_pan_joint_eff
1751352270.125341654,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.127170801,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.129053116,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.131175995,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.133617401,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.135327578,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.137213230,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.139539003,-1.727100000,-2.203000000,-0.808000000,1.595100000,-0.031000000,-1.600700000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,3.621137314,3.121199267,0.300553395,0.002005534,0.000000000,0.000000000
1751352270.141246796,-1.727100094,-2.202999000,-0.808000914,1.595099988,-0.031000404,-1.600700404,-0.000093751,0.001000000,-0.000913796,-0.000012005,-0.000403947,-0.000404080,3.634412223,3.327833036,0.281875256,0.000663521,-0.011379313,-0.126594572
1751352270.143390894,-1.727100375,-2.202996000,-0.808003655,1.595099952,-0.031001616,-1.600701616,-0.000187501,0.002000000,-0.001827591,-0.000024011,-0.000807894,-0.000808160,3.634421070,3.327840617,0.281875283,0.000663508,-0.011379313,-0.126595191
1751352270.145351410,-1.727100844,-2.202991000,-0.808008224,1.595099892,-0.031003636,-1.600703637,-0.000281252,0.003000000,-0.002741387,-0.000036016,-0.001211841,-0.001212240,3.634435814,3.327853252,0.281875327,0.000663487,-0.011379313,-0.126596222
1751352270.147330046,-1.727101500,-2.202984000,-0.808014621,1.595099808,-0.031006463,-1.600706465,-0.000375002,0.004000000,-0.003655183,-0.000048022,-0.001615787,-0.001616320,3.634456457,3.327870941,0.281875389,0.000663457,-0.011379313,-0.126597665
1751352270.149343491,-1.727102344,-2.202975000,-0.808022845,1.595099700,-0.031010099,-1.600710102,-0.000468753,0.005000000,-0.004568978,-0.000060027,-0.002019734,-0.002020400,3.634482998,3.327893684,0.281875469,0.000663418,-0.011379313,-0.126599521
1751352270.152437925,-1.727103375,-2.202964000,-0.808032897,1.595099568,-0.031014542,-1.600714547,-0.000562503,0.006000000,-0.005482774,-0.000072032,-0.002423681,-0.002424479,3.634515436,3.327921481,0.281875567,0.000663371,-0.011379313,-0.126601790
1751352270.153275967,-1.727104594,-2.202951000,-0.808044776,1.595099412,-0.031019793,-1.600719800,-0.000656254,0.007000000,-0.006396569,-0.000084038,-0.002827628,-0.002828559,3.634553772,3.327954332,0.281875683,0.000663316,-0.011379313,-0.126604471
1751352270.155335426,-1.727106000,-2.202936000,-0.808058483,1.595099232,-0.031025853,-1.600725861,-0.000750004,0.008000000,-0.007310365,-0.000096043,-0.003231575,-0.003232639,3.634598005,3.327992236,0.281875816,0.000663252,-0.011379313,-0.126607565
1751352270.157292604,-1.727107594,-2.202919000,-0.808074017,1.595099028,-0.031032720,-1.600732730,-0.000843755,0.009000000,-0.008224161,-0.000108049,-0.003635522,-0.003636719,3.634648136,3.328035193,0.281875967,0.000663179,-0.011379313,-0.126611071
1751352270.159284592,-1.727109375,-2.202900000,-0.808091380,1.595098799,-0.031040395,-1.600740408,-0.000937506,0.010000000,-0.009137956,-0.000120054,-0.004039469,-0.004040799,3.634704164,3.328083203,0.281876136,0.000663098,-0.011379313,-0.126614989
1751352270.165070057,-1.727111344,-2.202879000,-0.808110569,1.595098547,-0.031048878,-1.600748894,-0.001031256,0.011000000,-0.010051752,-0.000132059,-0.004443415,-0.004444879,3.634766089,3.328136266,0.281876322,0.000663008,-0.011379313,-0.126619321
1751352270.165684938,-1.727111344,-2.202879000,-0.808110569,1.595098547,-0.031048878,-1.600748894,-0.001031256,0.011000000,-0.010051752,-0.000132059,-0.004443415,-0.004444879,3.634766089,3.328136266,0.281876322,0.000663008,-0.011379313,-0.126619321
1751352270.167330265,-1.727115844,-2.202831000,-0.808154431,1.595097971,-0.031068267,-1.600768290,-0.001218757,0.013000000,-0.011879343,-0.000156070,-0.005251309,-0.005253039,3.634907629,3.328257548,0.281876749,0.000662803,-0.011379313,-0.126629220
1751352270.169491291,-1.727115844,-2.202831000,-0.808154431,1.595097971,-0.031068267,-1.600768290,-0.001218757,0.013000000,-0.011879343,-0.000156070,-0.005251309,-0.005253039,3.634907629,3.328257548,0.281876749,0.000662803,-0.011379313,-0.126629220
1751352270.171320677,-1.727118375,-2.202804000,-0.808179104,1.595097647,-0.031079174,-1.600779200,-0.001312508,0.014000000,-0.012793139,-0.000168076,-0.005655256,-0.005657119,3.634987244,3.328325768,0.281876989,0.000662688,-0.011379313,-0.126634789
1751352270.173522949,-1.727121094,-2.202775000,-0.808205604,1.595097299,-0.031090888,-1.600790918,-0.001406258,0.015000000,-0.013706935,-0.000180081,-0.006059203,-0.006061199,3.635072754,3.328399038,0.281877246,0.000662564,-0.011379313,-0.126640770
