time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.000000,-1.885113,-1.644703,-1.896188,-1.187753,1.576227,-0.315355,0.000500,0.000251,0.000342,0.000391,0.000099,-0.000073,0.500000,0.251418,0.342498,0.391237,0.098526,-0.073253,-0.378270,-0.602331,0.451044,-0.000497,0.999963,0.006887,0.005099
0.100000,-1.882613,-1.643446,-1.894476,-1.185797,1.576720,-0.315721,0.050000,0.025142,0.034250,0.039124,0.009853,-0.007325,0.500000,0.251418,0.342498,0.391237,0.098526,-0.073253,-0.376853,-0.603741,0.453248,-0.001935,0.999978,0.004474,0.004565
0.200000,-1.875113,-1.639675,-1.889338,-1.179928,1.578198,-0.316820,0.100000,0.050284,0.068500,0.078247,0.019705,-0.014651,0.500000,0.251418,0.342498,0.391237,0.098526,-0.073253,-0.372560,-0.607908,0.459882,-0.006258,0.999972,-0.002772,0.002997
0.300000,-1.862613,-1.633389,-1.880776,-1.170147,1.580661,-0.318651,0.150000,0.075425,0.102749,0.117371,0.029558,-0.021976,0.500000,0.251418,0.342498,0.391237,0.098526,-0.073253,-0.365270,-0.614638,0.471015,-0.013485,0.999798,-0.014871,0.000485
0.400000,-1.845113,-1.624590,-1.868788,-1.156454,1.584109,-0.321215,0.200000,0.100567,0.136999,0.156495,0.039410,-0.029301,0.500000,0.251418,0.342498,0.391237,0.098526,-0.073253,-0.354790,-0.623599,0.486753,-0.023643,0.999209,-0.031849,-0.002815
0.500000,-1.824258,-1.614103,-1.854503,-1.140136,1.588219,-0.324271,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.341912,-0.633556,0.505728,-0.035799,0.997978,-0.052131,-0.006417
0.600000,-1.803314,-1.603572,-1.840156,-1.123748,1.592346,-0.327339,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.328587,-0.642740,0.525007,-0.048045,0.996161,-0.072541,-0.009672
0.700000,-1.782370,-1.593040,-1.825810,-1.107360,1.596473,-0.330407,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.314907,-0.651084,0.544491,-0.060311,0.993760,-0.092977,-0.012565
0.800000,-1.761426,-1.582509,-1.811463,-1.090971,1.600600,-0.333476,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.300911,-0.658566,0.564164,-0.072580,0.990777,-0.113427,-0.015095
0.900000,-1.740482,-1.571977,-1.797117,-1.074583,1.604727,-0.336544,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.286642,-0.665168,0.584006,-0.084834,0.987209,-0.133875,-0.017264
1.000000,-1.719538,-1.561446,-1.782770,-1.058195,1.608854,-0.339613,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.272140,-0.670871,0.603998,-0.097055,0.983059,-0.154308,-0.019071
1.100000,-1.698594,-1.550915,-1.768423,-1.041807,1.612981,-0.342681,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.257448,-0.675660,0.624122,-0.109226,0.978328,-0.174711,-0.020520
1.200000,-1.677651,-1.540383,-1.754077,-1.025419,1.617108,-0.345750,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.242610,-0.679524,0.644358,-0.121328,0.973016,-0.195070,-0.021611
1.300000,-1.656707,-1.529852,-1.739730,-1.009031,1.621235,-0.348818,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.227671,-0.682451,0.664685,-0.133344,0.967127,-0.215372,-0.022346
1.400000,-1.635763,-1.519321,-1.725384,-0.992643,1.625362,-0.351887,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.212676,-0.684433,0.685085,-0.145256,0.960664,-0.235602,-0.022729
1.500000,-1.614819,-1.508789,-1.711037,-0.976255,1.629489,-0.354955,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.197671,-0.685465,0.705537,-0.157046,0.953631,-0.255747,-0.022763
1.600000,-1.593875,-1.498258,-1.696691,-0.959867,1.633616,-0.358023,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.182702,-0.685544,0.726021,-0.168697,0.946031,-0.275794,-0.022450
1.700000,-1.572931,-1.487726,-1.682344,-0.943479,1.637743,-0.361092,0.209440,0.105314,0.143465,0.163881,0.041270,-0.030684,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.167815,-0.684668,0.746517,-0.180192,0.937870,-0.295728,-0.021794
