shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.406982,-1.415,-1.57044,0.354706,0.3392,0.870127
0.411942,-1.41027,-1.56017,0.382859,0.312307,0.851826
0.393524,-1.40863,-1.55345,0.384063,0.305678,0.827952
-2.03644,-1.57975,-1.57264,-1.59327,1.58218,-0.46672
