shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
-1.95116,-1.71771,-1.42865,-1.0712,1.73248,0.0225918
-1.95219,-1.72978,-1.39001,-1.06823,1.74049,0.0441198
-1.92053,-1.73921,-1.35754,-1.06787,1.74699,0.0928814
-1.8698,-1.73443,-1.36935,-1.07209,1.74418,0.133845
-0.650824,-1.51304,-1.99497,-1.19931,1.6059,0.919121
