time_from_start,shoulder_pan_joint_pos,shoulder_lift_joint_pos,elbow_joint_pos,wrist_1_joint_pos,wrist_2_joint_pos,wrist_3_joint_pos,shoulder_pan_joint_vel,shoulder_lift_joint_vel,elbow_joint_vel,wrist_1_joint_vel,wrist_2_joint_vel,wrist_3_joint_vel,shoulder_pan_joint_acc,shoulder_lift_joint_acc,elbow_joint_acc,wrist_1_joint_acc,wrist_2_joint_acc,wrist_3_joint_acc,pose_x,pose_y,pose_z,pose_qx,pose_qy,pose_qz,pose_qw
0.000000,0.970329,-1.655704,1.448555,-1.363712,-1.570675,-3.799444,0.000500,0.000161,0.000065,-0.000227,-0.000000,0.000500,0.499837,0.161466,0.065460,-0.226852,-0.000061,0.500000,-0.210704,-0.615916,0.792202,0.999588,0.028688,0.000030,0.000062
0.100000,0.972828,-1.654897,1.448882,-1.364846,-1.570675,-3.796944,0.049984,0.016147,0.006546,-0.022685,-0.000006,0.050000,0.499837,0.161466,0.065460,-0.226852,-0.000061,0.500000,-0.209516,-0.616958,0.791609,0.999588,0.028688,0.000030,0.000062
0.200000,0.980326,-1.652475,1.449864,-1.368249,-1.570676,-3.789444,0.099967,0.032293,0.013092,-0.045370,-0.000012,0.100000,0.499837,0.161466,0.065460,-0.226852,-0.000061,0.500000,-0.205928,-0.620067,0.789826,0.999588,0.028686,0.000031,0.000061
0.300000,0.992822,-1.648438,1.451501,-1.373920,-1.570678,-3.776944,0.149951,0.048440,0.019638,-0.068056,-0.000018,0.150000,0.499837,0.161466,0.065460,-0.226852,-0.000061,0.500000,-0.199862,-0.625196,0.786845,0.999589,0.028684,0.000031,0.000059
0.400000,1.010316,-1.642787,1.453792,-1.381860,-1.570680,-3.759444,0.199935,0.064587,0.026184,-0.090741,-0.000025,0.200000,0.499837,0.161466,0.065460,-0.226852,-0.000061,0.500000,-0.191193,-0.632258,0.782648,0.999589,0.028682,0.000032,0.000057
0.500000,1.031170,-1.636050,1.456523,-1.391325,-1.570682,-3.738584,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.180593,-0.640490,0.777611,0.999589,0.028678,0.000033,0.000054
0.600000,1.052114,-1.629285,1.459266,-1.400830,-1.570685,-3.717633,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.169659,-0.648545,0.772515,0.999589,0.028675,0.000034,0.000051
0.700000,1.073057,-1.622519,1.462009,-1.410336,-1.570688,-3.696682,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.158443,-0.656378,0.767383,0.999589,0.028671,0.000035,0.000049
0.800000,1.094001,-1.615753,1.464752,-1.419841,-1.570690,-3.675731,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.146949,-0.663979,0.762214,0.999589,0.028668,0.000035,0.000046
0.900000,1.114945,-1.608987,1.467494,-1.429347,-1.570693,-3.654781,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.135184,-0.671341,0.757009,0.999589,0.028665,0.000036,0.000043
1.000000,1.135889,-1.602222,1.470237,-1.438852,-1.570695,-3.633830,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.123152,-0.678453,0.751769,0.999589,0.028661,0.000036,0.000040
1.100000,1.156833,-1.595456,1.472980,-1.448357,-1.570698,-3.612879,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.110861,-0.685308,0.746494,0.999589,0.028658,0.000037,0.000038
1.200000,1.177777,-1.588690,1.475723,-1.457863,-1.570700,-3.591928,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.098317,-0.691897,0.741185,0.999589,0.028654,0.000037,0.000035
1.300000,1.198721,-1.581925,1.478466,-1.467368,-1.570703,-3.570978,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.085526,-0.698212,0.735842,0.999589,0.028651,0.000037,0.000032
1.400000,1.219665,-1.575159,1.481209,-1.476874,-1.570706,-3.550027,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.072495,-0.704244,0.730466,0.999590,0.028648,0.000037,0.000030
1.500000,1.240609,-1.568393,1.483952,-1.486379,-1.570708,-3.529076,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.059231,-0.709987,0.725056,0.999590,0.028644,0.000037,0.000027
1.600000,1.261553,-1.561628,1.486695,-1.495885,-1.570711,-3.508125,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.045743,-0.715432,0.719615,0.999590,0.028641,0.000037,0.000024
1.700000,1.282497,-1.554862,1.489438,-1.505390,-1.570713,-3.487174,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.032037,-0.720572,0.714141,0.999590,0.028637,0.000037,0.000022
1.800000,1.303441,-1.548096,1.492180,-1.514896,-1.570716,-3.466224,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.018122,-0.725400,0.708636,0.999590,0.028634,0.000036,0.000019
1.900000,1.324385,-1.541331,1.494923,-1.524401,-1.570718,-3.445273,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.004005,-0.729908,0.703100,0.999590,0.028631,0.000036,0.000016
2.000000,1.345329,-1.534565,1.497666,-1.533907,-1.570721,-3.424322,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.010305,-0.734090,0.697534,0.999590,0.028627,0.000035,0.000014
2.100000,1.366273,-1.527799,1.500409,-1.543412,-1.570724,-3.403371,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.024799,-0.737940,0.691937,0.999590,0.028624,0.000035,0.000011
2.200000,1.387217,-1.521033,1.503152,-1.552918,-1.570726,-3.382421,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.039470,-0.741450,0.686311,0.999590,0.028620,0.000034,0.000009
2.300000,1.408161,-1.514268,1.505895,-1.562423,-1.570729,-3.361470,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.054307,-0.744616,0.680657,0.999590,0.028617,0.000033,0.000006
2.400000,1.429105,-1.507502,1.508638,-1.571929,-1.570731,-3.340519,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.069301,-0.747431,0.674974,0.999591,0.028613,0.000032,0.000004
2.500000,1.450049,-1.500736,1.511381,-1.581434,-1.570734,-3.319568,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.084445,-0.749889,0.669262,0.999591,0.028610,0.000031,0.000001
2.600000,1.470993,-1.493971,1.514124,-1.590939,-1.570737,-3.298618,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.099727,-0.751986,0.663524,0.999591,0.028607,0.000030,-0.000001
2.700000,1.491936,-1.487205,1.516867,-1.600445,-1.570739,-3.277667,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.115138,-0.753717,0.657759,0.999591,0.028603,0.000029,-0.000003
2.800000,1.512880,-1.480439,1.519609,-1.609950,-1.570742,-3.256716,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.130669,-0.755076,0.651967,0.999591,0.028600,0.000028,-0.000006
2.900000,1.533824,-1.473674,1.522352,-1.619456,-1.570744,-3.235765,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.146309,-0.756059,0.646149,0.999591,0.028596,0.000027,-0.000008
3.000000,1.554768,-1.466908,1.525095,-1.628961,-1.570747,-3.214815,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.162049,-0.756662,0.640306,0.999591,0.028593,0.000025,-0.000010
3.100000,1.575712,-1.460142,1.527838,-1.638467,-1.570749,-3.193864,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.177878,-0.756882,0.634438,0.999591,0.028590,0.000024,-0.000012
3.200000,1.596656,-1.453377,1.530581,-1.647972,-1.570752,-3.172913,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.193786,-0.756714,0.628545,0.999591,0.028586,0.000022,-0.000014
3.300000,1.617600,-1.446611,1.533324,-1.657478,-1.570755,-3.151962,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.209763,-0.756156,0.622629,0.999591,0.028583,0.000021,-0.000016
3.400000,1.638544,-1.439845,1.536067,-1.666983,-1.570757,-3.131011,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.225797,-0.755204,0.616689,0.999592,0.028579,0.000019,-0.000018
3.500000,1.659488,-1.433079,1.538810,-1.676489,-1.570760,-3.110061,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.241878,-0.753855,0.610727,0.999592,0.028576,0.000017,-0.000020
3.600000,1.680432,-1.426314,1.541553,-1.685994,-1.570762,-3.089110,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.257996,-0.752108,0.604742,0.999592,0.028573,0.000015,-0.000022
3.700000,1.701376,-1.419548,1.544295,-1.695500,-1.570765,-3.068159,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.274139,-0.749960,0.598735,0.999592,0.028569,0.000013,-0.000024
3.800000,1.722320,-1.412782,1.547038,-1.705005,-1.570767,-3.047208,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.290297,-0.747409,0.592708,0.999592,0.028566,0.000011,-0.000025
3.900000,1.743264,-1.406017,1.549781,-1.714510,-1.570770,-3.026258,0.209440,0.067657,0.027429,-0.095055,-0.000026,0.209508,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.306458,-0.744454,0.586659,0.999592,0.028562,0.000009,-0.000027
